alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,subdivision_footnote,subdivision_parent
"RS","SRB","688","337","RS-29","*","RS-KM"
"RS","SRB","688","224","RS-VO","",""
"RS","SRB","688","337","RS-01","*","RS-VO"
"RS","SRB","688","337","RS-02","*","RS-VO"
"RS","SRB","688","337","RS-03","*","RS-VO"
"RS","SRB","688","337","RS-04","*","RS-VO"
"RS","SRB","688","337","RS-05","*","RS-VO"
"RS","SRB","688","337","RS-06","*","RS-VO"
"RS","SRB","688","337","RS-07","*","RS-VO"
"RS","SRB","688","271","RS-00","*",""
"RS","SRB","688","337","RS-08","*",""
"RS","SRB","688","337","RS-09","*",""
"RS","SRB","688","337","RS-10","*",""
"RS","SRB","688","337","RS-11","*",""
"RS","SRB","688","337","RS-12","*",""
"RS","SRB","688","337","RS-13","*",""
"RS","SRB","688","337","RS-14","*",""
"RS","SRB","688","337","RS-15","*",""
"RS","SRB","688","337","RS-16","*",""
"RS","SRB","688","337","RS-17","*",""
"RS","SRB","688","337","RS-18","*",""
"RS","SRB","688","337","RS-19","*",""
"RS","SRB","688","337","RS-20","*",""
"RS","SRB","688","337","RS-21","*",""
"RS","SRB","688","337","RS-22","*",""
"RS","SRB","688","337","RS-23","*",""
"RS","SRB","688","337","RS-24","*",""
"RU","RUS","643","290","RU-AMU","*",""
"RU","RUS","643","290","RU-ARK","*",""
"RU","RUS","643","290","RU-AST","*",""
"RU","RUS","643","290","RU-BEL","*",""
"RU","RUS","643","290","RU-BRY","*",""
"RU","RUS","643","290","RU-CHE","*",""
"RU","RUS","643","290","RU-IRK","*",""
"RU","RUS","643","290","RU-IVA","*",""
"RU","RUS","643","290","RU-KEM","*",""
"RU","RUS","643","290","RU-KGD","*",""
"RU","RUS","643","290","RU-KGN","*",""
"RU","RUS","643","290","RU-KIR","*",""
"RU","RUS","643","290","RU-KLU","*",""
"RU","RUS","643","290","RU-KOS","*",""
"RU","RUS","643","290","RU-KRS","*",""
"RU","RUS","643","290","RU-LEN","*",""
"RU","RUS","643","290","RU-LIP","*",""
"RU","RUS","643","290","RU-MAG","*",""
"RU","RUS","643","290","RU-MOS","*",""
"RU","RUS","643","290","RU-MUR","*",""
"RU","RUS","643","290","RU-NGR","*",""
"RU","RUS","643","290","RU-NIZ","*",""
"RU","RUS","643","290","RU-NVS","*",""
"RU","RUS","643","290","RU-OMS","*",""
"RU","RUS","643","290","RU-ORE","*",""
"RU","RUS","643","290","RU-ORL","*",""
"RU","RUS","643","290","RU-PNZ","*",""
"RU","RUS","643","290","RU-PSK","*",""
"RU","RUS","643","290","RU-ROS","*",""
"RU","RUS","643","290","RU-RYA","*",""
"RU","RUS","643","290","RU-SAK","*",""
"RU","RUS","643","290","RU-SAM","*",""
"RU","RUS","643","290","RU-SAR","*",""
"RU","RUS","643","290","RU-SMO","*",""
"RU","RUS","643","290","RU-SVE","*",""
"RU","RUS","643","290","RU-TAM","*",""
"RU","RUS","643","290","RU-TOM","*",""
"RU","RUS","643","290","RU-TUL","*",""
"RU","RUS","643","290","RU-TVE","*",""
"RU","RUS","643","290","RU-TYU","*",""
"RU","RUS","643","290","RU-ULY","*",""
"RU","RUS","643","290","RU-VGG","*",""
"RU","RUS","643","290","RU-VLA","*",""
"RU","RUS","643","290","RU-VLG","*",""
"RU","RUS","643","290","RU-VOR","*",""
"RU","RUS","643","290","RU-YAR","*",""
"RU","RUS","643","309","RU-CHU","*",""
"RU","RUS","643","309","RU-KHM","*",""
"RU","RUS","643","309","RU-NEN","*",""
"RU","RUS","643","309","RU-YAN","*",""
"RU","RUS","643","311","RU-MOW","",""
"RU","RUS","643","311","RU-SPE","*",""
"RU","RUS","643","355","RU-YEV","*",""
"RU","RUS","643","396","RU-ALT","*",""
"RU","RUS","643","396","RU-KAM","*",""
"RU","RUS","643","396","RU-KDA","*",""
"RU","RUS","643","396","RU-KHA","*",""
"RU","RUS","643","396","RU-KYA","*",""
"RU","RUS","643","396","RU-PER","*",""
"RU","RUS","643","396","RU-PRI","*",""
"RU","RUS","643","396","RU-STA","*",""
"RU","RUS","643","396","RU-ZAB","*",""
"RU","RUS","643","433","RU-AD","*",""
"RU","RUS","643","433","RU-AL","*",""
"RU","RUS","643","433","RU-BA","*",""
"RU","RUS","643","433","RU-BU","*",""
"RU","RUS","643","433","RU-CE","*",""
"RU","RUS","643","433","RU-CU","*",""
"RU","RUS","643","433","RU-DA","*",""
"RU","RUS","643","433","RU-IN","*",""
"RU","RUS","643","433","RU-KB","*",""
"RU","RUS","643","433","RU-KC","*",""
"RU","RUS","643","433","RU-KK","*",""
"RU","RUS","643","433","RU-KL","*",""
"RU","RUS","643","433","RU-KO","*",""
"RU","RUS","643","433","RU-KR","*",""
"RU","RUS","643","433","RU-ME","*",""
"RU","RUS","643","433","RU-MO","*",""
"RU","RUS","643","433","RU-SA","*",""
"RU","RUS","643","433","RU-SE","*",""
"RU","RUS","643","433","RU-TA","*",""
"RU","RUS","643","433","RU-TY","*",""
"RU","RUS","643","433","RU-UD","*",""
"RW","RWA","646","267","RW-01","*",""
"RW","RWA","646","343","RW-02","*",""
"RW","RWA","646","343","RW-03","*",""
"RW","RWA","646","343","RW-04","*",""
"RW","RWA","646","343","RW-05","*",""
"SA","SAU","682","214","SA-01","",""
"SA","SAU","682","214","SA-02","",""
"SA","SAU","682","214","SA-03","",""
"SA","SAU","682","214","SA-04","",""
"SA","SAU","682","214","SA-05","",""
"SA","SAU","682","214","SA-06","",""
"SA","SAU","682","214","SA-07","",""
"SA","SAU","682","214","SA-08","",""
"SA","SAU","682","214","SA-09","",""
"SA","SAU","682","214","SA-10","",""
"SA","SAU","682","214","SA-11","",""
"SA","SAU","682","214","SA-12","",""
"SA","SAU","682","214","SA-14","",""
"SB","SLB","090","122","SB-CE","*",""
"SB","SLB","090","122","SB-CH","*",""
"SB","SLB","090","122","SB-GU","*",""
"SB","SLB","090","122","SB-IS","*",""
"SB","SLB","090","122","SB-MK","*",""
"SB","SLB","090","122","SB-ML","*",""
"SB","SLB","090","122","SB-RB","*",""
"SB","SLB","090","122","SB-TE","*",""
"SB","SLB","090","122","SB-WE","*",""
"SB","SLB","090","229","SB-CT","*",""
"SC","SYC","690","164","SC-01","*",""
"SC","SYC","690","164","SC-02","*",""
"SC","SYC","690","164","SC-03","*",""
"SC","SYC","690","164","SC-04","*",""
"SC","SYC","690","164","SC-05","*",""
"SC","SYC","690","164","SC-06","*",""
"SC","SYC","690","164","SC-07","*",""
"SC","SYC","690","164","SC-08","*",""
"SC","SYC","690","164","SC-09","*",""
"SC","SYC","690","164","SC-10","*",""
"SC","SYC","690","164","SC-11","*",""
"SC","SYC","690","164","SC-12","*",""
"SC","SYC","690","164","SC-13","*",""
"SC","SYC","690","164","SC-14","*",""
"SC","SYC","690","164","SC-15","*",""
"SC","SYC","690","164","SC-16","*",""
"SC","SYC","690","164","SC-17","*",""
"SC","SYC","690","164","SC-18","*",""
"SC","SYC","690","164","SC-19","*",""
"SC","SYC","690","164","SC-20","*",""
"SC","SYC","690","164","SC-21","*",""
"SC","SYC","690","164","SC-22","*",""
"SC","SYC","690","164","SC-23","*",""
"SC","SYC","690","164","SC-24","*",""
"SC","SYC","690","164","SC-25","*",""
"SD","SDN","729","395","SD-DC","*",""
"SD","SDN","729","395","SD-DE","*",""
"SD","SDN","729","395","SD-DN","*",""
"SD","SDN","729","395","SD-DS","*",""
"SD","SDN","729","395","SD-DW","*",""
"SD","SDN","729","395","SD-GD","*",""
"SD","SDN","729","395","SD-GK","*",""
"SD","SDN","729","395","SD-GZ","*",""
"SD","SDN","729","395","SD-KA","*",""
"SD","SDN","729","395","SD-KH","*",""
"SD","SDN","729","395","SD-KN","*",""
"SD","SDN","729","395","SD-KS","*",""
"SD","SDN","729","395","SD-NB","*",""
"SD","SDN","729","395","SD-NO","*",""
"SD","SDN","729","395","SD-NR","*",""
"SD","SDN","729","395","SD-NW","*",""
"SD","SDN","729","395","SD-RS","*",""
"SD","SDN","729","395","SD-SI","*",""
"SE","SWE","752","422","SE-AB","",""
"SE","SWE","752","422","SE-AC","",""
"SE","SWE","752","422","SE-BD","",""
"SE","SWE","752","422","SE-C","",""
"SE","SWE","752","422","SE-D","",""
"SE","SWE","752","422","SE-E","",""
"SE","SWE","752","422","SE-F","",""
"SE","SWE","752","422","SE-G","",""
"SE","SWE","752","422","SE-H","",""
"SE","SWE","752","422","SE-I","",""
"SE","SWE","752","422","SE-K","",""
"SE","SWE","752","422","SE-M","",""
"SE","SWE","752","422","SE-N","",""
"SE","SWE","752","422","SE-O","",""
"SE","SWE","752","422","SE-S","",""
"SE","SWE","752","422","SE-T","",""
"SE","SWE","752","422","SE-U","",""
"SE","SWE","752","422","SE-W","",""
"SE","SWE","752","422","SE-X","",""
"SE","SWE","752","422","SE-Y","",""
"SE","SWE","752","422","SE-Z","",""
"SG","SGP","702","215","SG-01","*",""
"SG","SGP","702","215","SG-02","*",""
"SG","SGP","702","215","SG-03","*",""
"SG","SGP","702","215","SG-04","*",""
"SG","SGP","702","215","SG-05","*",""
"SH","SHN","654","230","SH-AC","*",""
"SH","SHN","654","230","SH-HL","*",""
"SH","SHN","654","230","SH-TA","*",""
"SI","SVN","705","423","SI-001","",""
"SI","SVN","705","423","SI-002","",""
"SI","SVN","705","423","SI-003","",""
"SI","SVN","705","423","SI-004","",""
"SI","SVN","705","423","SI-005","",""
"SI","SVN","705","423","SI-006","",""
"SI","SVN","705","423","SI-007","",""
"SI","SVN","705","423","SI-008","",""
"SI","SVN","705","423","SI-009","",""
"SI","SVN","705","423","SI-010","",""
"SI","SVN","705","423","SI-011","",""
"SI","SVN","705","423","SI-012","",""
"SI","SVN","705","423","SI-013","",""
"SI","SVN","705","423","SI-014","",""
"SI","SVN","705","423","SI-015","",""
"SI","SVN","705","423","SI-016","",""
"SI","SVN","705","423","SI-017","",""
"SI","SVN","705","423","SI-018","",""
"SI","SVN","705","423","SI-019","",""
"SI","SVN","705","423","SI-020","",""
"SI","SVN","705","423","SI-021","",""
"SI","SVN","705","423","SI-022","",""
"SI","SVN","705","423","SI-023","",""
"SI","SVN","705","423","SI-024","",""
"SI","SVN","705","423","SI-025","",""
"SI","SVN","705","423","SI-026","",""
"SI","SVN","705","423","SI-027","",""
"SI","SVN","705","423","SI-028","",""
"SI","SVN","705","423","SI-029","",""
"SI","SVN","705","423","SI-030","",""
"SI","SVN","705","423","SI-031","",""
"SI","SVN","705","423","SI-032","",""
"SI","SVN","705","423","SI-033","",""
"SI","SVN","705","423","SI-034","",""
"SI","SVN","705","423","SI-035","",""
"SI","SVN","705","423","SI-036","",""
"SI","SVN","705","423","SI-037","",""
"SI","SVN","705","423","SI-038","",""
"SI","SVN","705","423","SI-039","",""
"SI","SVN","705","423","SI-040","",""
"SI","SVN","705","423","SI-041","",""
"SI","SVN","705","423","SI-042","",""
"SI","SVN","705","423","SI-043","",""
"SI","SVN","705","423","SI-044","",""
"SI","SVN","705","423","SI-045","",""
"SI","SVN","705","423","SI-046","",""
"SI","SVN","705","423","SI-047","",""
"SI","SVN","705","423","SI-048","",""
"SI","SVN","705","423","SI-049","",""
"SI","SVN","705","423","SI-050","",""
"SI","SVN","705","423","SI-051","",""
"SI","SVN","705","423","SI-052","",""
"SI","SVN","705","423","SI-053","",""
"SI","SVN","705","423","SI-054","",""
"SI","SVN","705","423","SI-055","",""
"SI","SVN","705","423","SI-056","",""
"SI","SVN","705","423","SI-057","",""
"SI","SVN","705","423","SI-058","",""
"SI","SVN","705","423","SI-059","",""
"SI","SVN","705","423","SI-060","",""
"SI","SVN","705","423","SI-061","",""
"SI","SVN","705","423","SI-062","",""
"SI","SVN","705","423","SI-063","",""
"SI","SVN","705","423","SI-064","",""
"SI","SVN","705","423","SI-065","",""
"SI","SVN","705","423","SI-066","",""
"SI","SVN","705","423","SI-067","",""
"SI","SVN","705","423","SI-068","",""
"SI","SVN","705","423","SI-069","",""
"SI","SVN","705","423","SI-070","",""
"SI","SVN","705","423","SI-071","",""
"SI","SVN","705","423","SI-072","",""
"SI","SVN","705","423","SI-073","",""
"SI","SVN","705","423","SI-074","",""
"SI","SVN","705","423","SI-075","",""
"SI","SVN","705","423","SI-076","",""
"SI","SVN","705","423","SI-077","",""
"SI","SVN","705","423","SI-078","",""
"SI","SVN","705","423","SI-079","",""
"SI","SVN","705","423","SI-080","",""
"SI","SVN","705","423","SI-081","",""
"SI","SVN","705","423","SI-082","",""
"SI","SVN","705","423","SI-083","",""
"SI","SVN","705","423","SI-084","",""
"SI","SVN","705","423","SI-085","",""
"SI","SVN","705","423","SI-086","",""
"SI","SVN","705","423","SI-087","",""
"SI","SVN","705","423","SI-088","",""
"SI","SVN","705","423","SI-089","",""
"SI","SVN","705","423","SI-090","",""
"SI","SVN","705","423","SI-091","",""
"SI","SVN","705","423","SI-092","",""
"SI","SVN","705","423","SI-093","",""
"SI","SVN","705","423","SI-094","",""
"SI","SVN","705","423","SI-095","",""
"SI","SVN","705","423","SI-096","",""
"SI","SVN","705","423","SI-097","",""
"SI","SVN","705","423","SI-098","",""
"SI","SVN","705","423","SI-099","",""
"SI","SVN","705","423","SI-100","",""
"SI","SVN","705","423","SI-101","",""
"SI","SVN","705","423","SI-102","",""
"SI","SVN","705","423","SI-103","",""
"SI","SVN","705","423","SI-104","",""
"SI","SVN","705","423","SI-105","",""
"SI","SVN","705","423","SI-106","",""
"SI","SVN","705","423","SI-107","",""
"SI","SVN","705","423","SI-108","",""
"SI","SVN","705","423","SI-109","",""
"SI","SVN","705","423","SI-110","",""
"SI","SVN","705","423","SI-111","",""
"SI","SVN","705","423","SI-112","",""
"SI","SVN","705","423","SI-113","",""
"SI","SVN","705","423","SI-114","",""
"SI","SVN","705","423","SI-115","",""
"SI","SVN","705","423","SI-116","",""
"SI","SVN","705","423","SI-117","",""
"SI","SVN","705","423","SI-118","",""
"SI","SVN","705","423","SI-119","",""
"SI","SVN","705","423","SI-120","",""
"SI","SVN","705","423","SI-121","",""
"SI","SVN","705","423","SI-122","",""
"SI","SVN","705","423","SI-123","",""
"SI","SVN","705","423","SI-124","",""
"SI","SVN","705","423","SI-125","",""
"SI","SVN","705","423","SI-126","",""
"SI","SVN","705","423","SI-127","",""
"SI","SVN","705","423","SI-128","",""
"SI","SVN","705","423","SI-129","",""
"SI","SVN","705","423","SI-130","",""
"SI","SVN","705","423","SI-131","",""
"SI","SVN","705","423","SI-132","",""
"SI","SVN","705","423","SI-133","",""
"SI","SVN","705","423","SI-134","",""
"SI","SVN","705","423","SI-135","",""
"SI","SVN","705","423","SI-136","",""
"SI","SVN","705","423","SI-137","",""
"SI","SVN","705","423","SI-138","",""
"SI","SVN","705","423","SI-139","",""
"SI","SVN","705","423","SI-140","",""
"SI","SVN","705","423","SI-141","",""
"SI","SVN","705","423","SI-142","",""
"SI","SVN","705","423","SI-143","",""
"SI","SVN","705","423","SI-144","",""
"SI","SVN","705","423","SI-146","",""
"SI","SVN","705","423","SI-147","",""
"SI","SVN","705","423","SI-148","",""
"SI","SVN","705","423","SI-149","",""
"SI","SVN","705","423","SI-150","",""
"SI","SVN","705","423","SI-151","",""
"SI","SVN","705","423","SI-152","",""
"SI","SVN","705","423","SI-153","",""
"SI","SVN","705","423","SI-154","",""
"SI","SVN","705","423","SI-155","",""
"SI","SVN","705","423","SI-156","",""
"SI","SVN","705","423","SI-157","",""
"SI","SVN","705","423","SI-158","",""
"SI","SVN","705","423","SI-159","",""
"SI","SVN","705","423","SI-160","",""
"SI","SVN","705","423","SI-161","",""
"SI","SVN","705","423","SI-162","",""
"SI","SVN","705","423","SI-163","",""
"SI","SVN","705","423","SI-164","",""
"SI","SVN","705","423","SI-165","",""
"SI","SVN","705","423","SI-166","",""
"SI","SVN","705","423","SI-167","",""
"SI","SVN","705","423","SI-168","",""
"SI","SVN","705","423","SI-169","",""
"SI","SVN","705","423","SI-170","",""
"SI","SVN","705","423","SI-171","",""
"SI","SVN","705","423","SI-172","",""
"SI","SVN","705","423","SI-173","",""
"SI","SVN","705","423","SI-174","",""
"SI","SVN","705","423","SI-175","",""
"SI","SVN","705","423","SI-176","",""
"SI","SVN","705","423","SI-177","",""
"SI","SVN","705","423","SI-178","",""
"SI","SVN","705","423","SI-179","",""
"SI","SVN","705","423","SI-180","",""
"SI","SVN","705","423","SI-181","",""
"SI","SVN","705","423","SI-182","",""
"SI","SVN","705","423","SI-183","",""
"SI","SVN","705","423","SI-184","",""
"SI","SVN","705","423","SI-185","",""
"SI","SVN","705","423","SI-186","",""
"SI","SVN","705","423","SI-187","",""
"SI","SVN","705","423","SI-188","",""
"SI","SVN","705","423","SI-189","",""
"SI","SVN","705","423","SI-190","",""
"SI","SVN","705","423","SI-191","",""
"SI","SVN","705","423","SI-192","",""
"SI","SVN","705","423","SI-193","",""
"SI","SVN","705","423","SI-194","",""
"SI","SVN","705","423","SI-195","",""
"SI","SVN","705","423","SI-196","",""
"SI","SVN","705","423","SI-197","",""
"SI","SVN","705","423","SI-198","",""
"SI","SVN","705","423","SI-199","",""
"SI","SVN","705","423","SI-200","",""
"SI","SVN","705","423","SI-201","",""
"SI","SVN","705","423","SI-202","",""
"SI","SVN","705","423","SI-203","",""
"SI","SVN","705","423","SI-204","",""
"SI","SVN","705","423","SI-205","",""
"SI","SVN","705","423","SI-206","",""
"SI","SVN","705","423","SI-207","",""
"SI","SVN","705","423","SI-208","",""
"SI","SVN","705","423","SI-209","",""
"SI","SVN","705","423","SI-210","",""
"SI","SVN","705","423","SI-211","",""
"SI","SVN","705","423","SI-212","*",""
"SI","SVN","705","423","SI-213","",""
"SK","SVK","703","250","SK-BC","",""
"SK","SVK","703","250","SK-BL","",""
"SK","SVK","703","250","SK-KI","",""
"SK","SVK","703","250","SK-NI","",""
"SK","SVK","703","250","SK-PV","",""
"SK","SVK","703","250","SK-TA","",""
"SK","SVK","703","250","SK-TC","",""
"SK","SVK","703","250","SK-ZI","",""
"SL","SLE","694","359","SL-W","*",""
"SL","SLE","694","424","SL-E","*",""
"SL","SLE","694","424","SL-N","*",""
"SL","SLE","694","424","SL-NW","*",""
"SL","SLE","694","424","SL-S","*",""
"SM","SMR","674","165","SM-01","*",""
"SM","SMR","674","165","SM-02","*",""
"SM","SMR","674","165","SM-03","*",""
"SM","SMR","674","165","SM-04","*",""
"SM","SMR","674","165","SM-05","*",""
"SM","SMR","674","165","SM-06","*",""
"SM","SMR","674","165","SM-07","*",""
"SM","SMR","674","165","SM-08","*",""
"SM","SMR","674","165","SM-09","*",""
"SN","SEN","686","175","SN-DB","",""
"SN","SEN","686","175","SN-DK","",""
"SN","SEN","686","175","SN-FK","",""
"SN","SEN","686","175","SN-KA","*",""
"SN","SEN","686","175","SN-KD","",""
"SN","SEN","686","175","SN-KE","*",""
"SN","SEN","686","175","SN-KL","",""
"SN","SEN","686","175","SN-LG","",""
"SN","SEN","686","175","SN-MT","*",""
"SN","SEN","686","175","SN-SE","*",""
"SN","SEN","686","175","SN-SL","",""
"SN","SEN","686","175","SN-TC","",""
"SN","SEN","686","175","SN-TH","",""
"SN","SEN","686","175","SN-ZG","",""
"SO","SOM","706","303","SO-AW","*",""
"SO","SOM","706","303","SO-BK","*",""
"SO","SOM","706","303","SO-BN","*",""
"SO","SOM","706","303","SO-BR","*",""
"SO","SOM","706","303","SO-BY","*",""
"SO","SOM","706","303","SO-GA","*",""
"SO","SOM","706","303","SO-GE","*",""
"SO","SOM","706","303","SO-HI","*",""
"SO","SOM","706","303","SO-JD","*",""
"SO","SOM","706","303","SO-JH","*",""
"SO","SOM","706","303","SO-MU","*",""
"SO","SOM","706","303","SO-NU","*",""
"SO","SOM","706","303","SO-SA","*",""
"SO","SOM","706","303","SO-SD","*",""
"SO","SOM","706","303","SO-SH","*",""
"SO","SOM","706","303","SO-SO","*",""
"SO","SOM","706","303","SO-TO","*",""
"SO","SOM","706","303","SO-WO","*",""
"SR","SUR","740","123","SR-BR","*",""
"SR","SUR","740","123","SR-CM","*",""
"SR","SUR","740","123","SR-CR","*",""
"SR","SUR","740","123","SR-MA","*",""
"SR","SUR","740","123","SR-NI","*",""
"SR","SUR","740","123","SR-PM","*",""
"SR","SUR","740","123","SR-PR","*",""
"SR","SUR","740","123","SR-SA","*",""
"SR","SUR","740","123","SR-SI","*",""
"SR","SUR","740","123","SR-WA","*",""
"SS","SSD","728","306","SS-BN","*",""
"SS","SSD","728","306","SS-BW","*",""
"SS","SSD","728","306","SS-EC","*",""
"SS","SSD","728","306","SS-EE","*",""
"SS","SSD","728","306","SS-EW","*",""
"SS","SSD","728","306","SS-JG","*",""
"SS","SSD","728","306","SS-LK","*",""
"SS","SSD","728","306","SS-NU","*",""
"SS","SSD","728","306","SS-UY","*",""
"SS","SSD","728","306","SS-WR","*",""
"ST","STP","678","133","ST-P","*",""
"ST","STP","678","133","ST-S","*",""
"SV","SLV","222","379","SV-AH","*",""
"SV","SLV","222","379","SV-CA","*",""
"SV","SLV","222","379","SV-CH","*",""
"SV","SLV","222","379","SV-CU","*",""
"SV","SLV","222","379","SV-LI","*",""
"SV","SLV","222","379","SV-MO","*",""
"SV","SLV","222","379","SV-PA","*",""
"SV","SLV","222","379","SV-SA","*",""
"SV","SLV","222","379","SV-SM","*",""
"SV","SLV","222","379","SV-SO","*",""
"SV","SLV","222","379","SV-SS","*",""
"SV","SLV","222","379","SV-SV","*",""
"SV","SLV","222","379","SV-UN","*",""
"SV","SLV","222","379","SV-US","*",""
"SY","SYR","760","251","SY-DI","*",""
"SY","SYR","760","251","SY-DR","*",""
"SY","SYR","760","251","SY-DY","*",""
"SY","SYR","760","251","SY-HA","*",""
"SY","SYR","760","251","SY-HI","*",""
"SY","SYR","760","251","SY-HL","*",""
"SY","SYR","760","251","SY-HM","*",""
"SY","SYR","760","251","SY-ID","*",""
"SY","SYR","760","251","SY-LA","*",""
"SY","SYR","760","251","SY-QU","*",""
"SY","SYR","760","251","SY-RA","*",""
"SY","SYR","760","251","SY-RD","*",""
"SY","SYR","760","251","SY-SU","*",""
"SY","SYR","760","251","SY-TA","*",""
"SZ","SWZ","748","166","SZ-HH","*",""
"SZ","SWZ","748","166","SZ-LU","*",""
"SZ","SWZ","748","166","SZ-MA","*",""
"SZ","SWZ","748","166","SZ-SH","*",""
"TD","TCD","148","380","TD-BA","",""
"TD","TCD","148","380","TD-BG","*",""
"TD","TCD","148","380","TD-BO","*",""
"TD","TCD","148","380","TD-CB","",""
"TD","TCD","148","380","TD-EE","*",""
"TD","TCD","148","380","TD-EO","*",""
"TD","TCD","148","380","TD-GR","",""
"TD","TCD","148","380","TD-HL","*",""
"TD","TCD","148","380","TD-KA","",""
"TD","TCD","148","380","TD-LC","",""
"TD","TCD","148","380","TD-LO","",""
"TD","TCD","148","380","TD-LR","",""
"TD","TCD","148","380","TD-MA","*",""
"TD","TCD","148","380","TD-MC","",""
"TD","TCD","148","380","TD-ME","*",""
"TD","TCD","148","380","TD-MO","*",""
"TD","TCD","148","380","TD-ND","*",""
"TD","TCD","148","380","TD-OD","",""
"TD","TCD","148","380","TD-SA","",""
"TD","TCD","148","380","TD-SI","*",""
"TD","TCD","148","380","TD-TA","",""
"TD","TCD","148","380","TD-TI","*",""
"TD","TCD","148","380","TD-WF","*",""
"TG","TGO","768","252","TG-C","*",""
"TG","TGO","768","252","TG-K","*",""
"TG","TGO","768","252","TG-M","*",""
"TG","TGO","768","252","TG-P","*",""
"TG","TGO","768","252","TG-S","*",""
"TH","THA","764","134","TH-10","",""
"TH","THA","764","291","TH-11","",""
"TH","THA","764","291","TH-12","",""
"TH","THA","764","291","TH-13","",""
"TH","THA","764","291","TH-14","",""
"TH","THA","764","291","TH-15","",""
"TH","THA","764","291","TH-16","",""
"TH","THA","764","291","TH-17","",""
"TH","THA","764","291","TH-18","",""
"TH","THA","764","291","TH-19","",""
"TH","THA","764","291","TH-20","",""
"TH","THA","764","291","TH-21","",""
"TH","THA","764","291","TH-22","",""
"TH","THA","764","291","TH-23","",""
"TH","THA","764","291","TH-24","",""
"TH","THA","764","291","TH-25","",""
"TH","THA","764","291","TH-26","",""
"TH","THA","764","291","TH-27","",""
"TH","THA","764","291","TH-30","",""
"TH","THA","764","291","TH-31","",""
"TH","THA","764","291","TH-32","",""
"TH","THA","764","291","TH-33","",""
"TH","THA","764","291","TH-34","",""
"TH","THA","764","291","TH-35","",""
"TH","THA","764","291","TH-36","",""
"TH","THA","764","291","TH-37","",""
"TH","THA","764","291","TH-38","",""
"TH","THA","764","291","TH-39","",""
"TH","THA","764","291","TH-40","",""
"TH","THA","764","291","TH-41","",""
"TH","THA","764","291","TH-42","",""
"TH","THA","764","291","TH-43","",""
"TH","THA","764","291","TH-44","",""
"TH","THA","764","291","TH-45","",""
"TH","THA","764","291","TH-46","",""
"TH","THA","764","291","TH-47","",""
"TH","THA","764","291","TH-48","",""
"TH","THA","764","291","TH-49","",""
"TH","THA","764","291","TH-50","",""
"TH","THA","764","291","TH-51","",""
"TH","THA","764","291","TH-52","",""
"TH","THA","764","291","TH-53","",""
"TH","THA","764","291","TH-54","",""
"TH","THA","764","291","TH-55","",""
"TH","THA","764","291","TH-56","",""
"TH","THA","764","291","TH-57","",""
"TH","THA","764","291","TH-58","",""
"TH","THA","764","291","TH-60","",""
"TH","THA","764","291","TH-61","",""
"TH","THA","764","291","TH-62","",""
"TH","THA","764","291","TH-63","",""
"TH","THA","764","291","TH-64","",""
"TH","THA","764","291","TH-65","",""
"TH","THA","764","291","TH-66","",""
"TH","THA","764","291","TH-67","",""
"TH","THA","764","291","TH-70","",""
"TH","THA","764","291","TH-71","",""
"TH","THA","764","291","TH-72","",""
"TH","THA","764","291","TH-73","",""
"TH","THA","764","291","TH-74","",""
"TH","THA","764","291","TH-75","",""
"TH","THA","764","291","TH-76","",""
"TH","THA","764","291","TH-77","",""
"TH","THA","764","291","TH-80","",""
"TH","THA","764","291","TH-81","",""
"TH","THA","764","291","TH-82","",""
"TH","THA","764","291","TH-83","",""
"TH","THA","764","291","TH-84","",""
"TH","THA","764","291","TH-85","",""
"TH","THA","764","291","TH-86","",""
"TH","THA","764","291","TH-90","",""
"TH","THA","764","291","TH-91","",""
"TH","THA","764","291","TH-92","",""
"TH","THA","764","291","TH-93","",""
"TH","THA","764","291","TH-94","",""
"TH","THA","764","291","TH-95","",""
"TH","THA","764","291","TH-96","",""
"TH","THA","764","348","TH-S","",""
"TJ","TJK","762","145","TJ-KT","*",""
"TJ","TJK","762","145","TJ-SU","*",""
"TJ","TJK","762","315","TJ-GB","*",""
"TJ","TJK","762","458","TJ-DU","*",""
"TJ","TJK","762","472","TJ-RA","*",""
"TL","TLS","626","253","TL-AL","*",""
"TL","TLS","626","253","TL-AN","*",""
"TL","TLS","626","253","TL-BA","*",""
"TL","TLS","626","253","TL-BO","*",""
"TL","TLS","626","253","TL-CO","*",""
"TL","TLS","626","253","TL-DI","*",""
"TL","TLS","626","253","TL-ER","*",""
"TL","TLS","626","253","TL-LA","*",""
"TL","TLS","626","253","TL-LI","*",""
"TL","TLS","626","253","TL-MF","*",""
"TL","TLS","626","253","TL-MT","*",""
"TL","TLS","626","253","TL-VI","*",""
"TL","TLS","626","478","TL-OE","*",""
"TM","TKM","795","292","TM-S","*",""
"TM","TKM","795","425","TM-A","*",""
"TM","TKM","795","425","TM-B","*",""
"TM","TKM","795","425","TM-D","*",""
"TM","TKM","795","425","TM-L","*",""
"TM","TKM","795","425","TM-M","*",""
"TN","TUN","788","124","TN-11","",""
"TN","TUN","788","124","TN-12","",""
"TN","TUN","788","124","TN-13","",""
"TN","TUN","788","124","TN-14","*",""
"TN","TUN","788","124","TN-21","",""
"TN","TUN","788","124","TN-22","",""
