alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,subdivision_footnote,subdivision_parent
"FR","FRA","250","151","FR-69","","FR-ARA"
"FR","FRA","250","151","FR-73","","FR-ARA"
"FR","FRA","250","151","FR-74","","FR-ARA"
"FR","FRA","250","240","FR-BFC","",""
"FR","FRA","250","151","FR-21","","FR-BFC"
"FR","FRA","250","151","FR-25","","FR-BFC"
"FR","FRA","250","151","FR-39","","FR-BFC"
"FR","FRA","250","151","FR-58","","FR-BFC"
"FR","FRA","250","151","FR-70","","FR-BFC"
"FR","FRA","250","151","FR-71","","FR-BFC"
"FR","FRA","250","151","FR-89","","FR-BFC"
"FR","FRA","250","151","FR-90","","FR-BFC"
"FR","FRA","250","240","FR-BRE","",""
"FR","FRA","250","151","FR-22","","FR-BRE"
"FR","FRA","250","151","FR-29","","FR-BRE"
"FR","FRA","250","151","FR-35","","FR-BRE"
"FR","FRA","250","151","FR-56","","FR-BRE"
"FR","FRA","250","240","FR-CVL","",""
"FR","FRA","250","151","FR-18","","FR-CVL"
"FR","FRA","250","151","FR-28","","FR-CVL"
"FR","FRA","250","151","FR-36","","FR-CVL"
"FR","FRA","250","151","FR-37","","FR-CVL"
"FR","FRA","250","151","FR-41","","FR-CVL"
"FR","FRA","250","151","FR-45","","FR-CVL"
"FR","FRA","250","240","FR-GES","",""
"FR","FRA","250","151","FR-08","","FR-GES"
"FR","FRA","250","151","FR-10","","FR-GES"
"FR","FRA","250","151","FR-51","","FR-GES"
"FR","FRA","250","151","FR-52","","FR-GES"
"FR","FRA","250","151","FR-54","","FR-GES"
"FR","FRA","250","151","FR-55","","FR-GES"
"FR","FRA","250","151","FR-57","","FR-GES"
"FR","FRA","250","151","FR-67","","FR-GES"
"FR","FRA","250","151","FR-68","","FR-GES"
"FR","FRA","250","151","FR-88","","FR-GES"
"FR","FRA","250","240","FR-HDF","",""
"FR","FRA","250","151","FR-02","","FR-HDF"
"FR","FRA","250","151","FR-59","","FR-HDF"
"FR","FRA","250","151","FR-60","","FR-HDF"
"FR","FRA","250","151","FR-62","","FR-HDF"
"FR","FRA","250","151","FR-80","","FR-HDF"
"FR","FRA","250","240","FR-IDF","",""
"FR","FRA","250","151","FR-75","","FR-IDF"
"FR","FRA","250","151","FR-77","","FR-IDF"
"FR","FRA","250","151","FR-78","","FR-IDF"
"FR","FRA","250","151","FR-91","","FR-IDF"
"FR","FRA","250","151","FR-92","","FR-IDF"
"FR","FRA","250","151","FR-93","","FR-IDF"
"FR","FRA","250","151","FR-94","","FR-IDF"
"FR","FRA","250","151","FR-95","","FR-IDF"
"FR","FRA","250","240","FR-NAQ","",""
"FR","FRA","250","151","FR-16","","FR-NAQ"
"FR","FRA","250","151","FR-17","","FR-NAQ"
"FR","FRA","250","151","FR-19","","FR-NAQ"
"FR","FRA","250","151","FR-23","","FR-NAQ"
"FR","FRA","250","151","FR-24","","FR-NAQ"
"FR","FRA","250","151","FR-33","","FR-NAQ"
"FR","FRA","250","151","FR-40","","FR-NAQ"
"FR","FRA","250","151","FR-47","","FR-NAQ"
"FR","FRA","250","151","FR-64","","FR-NAQ"
"FR","FRA","250","151","FR-79","","FR-NAQ"
"FR","FRA","250","151","FR-86","","FR-NAQ"
"FR","FRA","250","151","FR-87","","FR-NAQ"
"FR","FRA","250","240","FR-NOR","",""
"FR","FRA","250","151","FR-14","","FR-NOR"
"FR","FRA","250","151","FR-27","","FR-NOR"
"FR","FRA","250","151","FR-50","","FR-NOR"
"FR","FRA","250","151","FR-61","","FR-NOR"
"FR","FRA","250","151","FR-76","","FR-NOR"
"FR","FRA","250","240","FR-OCC","",""
"FR","FRA","250","151","FR-09","","FR-OCC"
"FR","FRA","250","151","FR-11","","FR-OCC"
"FR","FRA","250","151","FR-12","","FR-OCC"
"FR","FRA","250","151","FR-30","","FR-OCC"
"FR","FRA","250","151","FR-31","","FR-OCC"
"FR","FRA","250","151","FR-32","","FR-OCC"
"FR","FRA","250","151","FR-34","","FR-OCC"
"FR","FRA","250","151","FR-46","","FR-OCC"
"FR","FRA","250","151","FR-48","","FR-OCC"
"FR","FRA","250","151","FR-65","","FR-OCC"
"FR","FRA","250","151","FR-66","","FR-OCC"
"FR","FRA","250","151","FR-81","","FR-OCC"
"FR","FRA","250","151","FR-82","","FR-OCC"
"FR","FRA","250","240","FR-PAC","",""
"FR","FRA","250","151","FR-04","","FR-PAC"
"FR","FRA","250","151","FR-05","","FR-PAC"
"FR","FRA","250","151","FR-06","","FR-PAC"
"FR","FRA","250","151","FR-13","","FR-PAC"
"FR","FRA","250","151","FR-83","","FR-PAC"
"FR","FRA","250","151","FR-84","","FR-PAC"
"FR","FRA","250","240","FR-PDL","",""
"FR","FRA","250","151","FR-44","","FR-PDL"
"FR","FRA","250","151","FR-49","","FR-PDL"
"FR","FRA","250","151","FR-53","","FR-PDL"
"FR","FRA","250","151","FR-72","","FR-PDL"
"FR","FRA","250","151","FR-85","","FR-PDL"
"FR","FRA","250","305","FR-CP","",""
"FR","FRA","250","368","FR-BL","",""
"FR","FRA","250","368","FR-GF","",""
"FR","FRA","250","368","FR-MF","",""
"FR","FRA","250","368","FR-MQ","",""
"FR","FRA","250","368","FR-NC","",""
"FR","FRA","250","368","FR-PF","",""
"FR","FRA","250","368","FR-PM","",""
"FR","FRA","250","368","FR-TF","",""
"FR","FRA","250","368","FR-WF","",""
"FR","FRA","250","466","FR-GUA","",""
"FR","FRA","250","158","FR-GP","","FR-GUA"
"FR","FRA","250","466","FR-LRE","",""
"FR","FRA","250","158","FR-RE","","FR-LRE"
"FR","FRA","250","466","FR-MAY","",""
"FR","FRA","250","158","FR-YT","","FR-MAY"
"FR","FRA","250","475","FR-COR","",""
"FR","FRA","250","151","FR-2A","","FR-COR"
"FR","FRA","250","151","FR-2B","","FR-COR"
"GA","GAB","266","394","GA-1","",""
"GA","GAB","266","394","GA-2","",""
"GA","GAB","266","394","GA-3","",""
"GA","GAB","266","394","GA-4","",""
"GA","GAB","266","394","GA-5","",""
"GA","GAB","266","394","GA-6","",""
"GA","GAB","266","394","GA-7","",""
"GA","GAB","266","394","GA-8","",""
"GA","GAB","266","394","GA-9","",""
"GB","GBR","826","112","GB-ABD","",""
"GB","GBR","826","112","GB-ABE","",""
"GB","GBR","826","112","GB-AGB","",""
"GB","GBR","826","112","GB-ANS","",""
"GB","GBR","826","112","GB-CLK","",""
"GB","GBR","826","112","GB-DGY","",""
"GB","GBR","826","112","GB-DND","",""
"GB","GBR","826","112","GB-EAY","",""
"GB","GBR","826","112","GB-EDH","",""
"GB","GBR","826","112","GB-EDU","",""
"GB","GBR","826","112","GB-ELN","",""
"GB","GBR","826","112","GB-ELS","",""
"GB","GBR","826","112","GB-ERW","",""
"GB","GBR","826","112","GB-FAL","",""
"GB","GBR","826","112","GB-FIF","",""
"GB","GBR","826","112","GB-GLG","",""
"GB","GBR","826","112","GB-HLD","",""
"GB","GBR","826","112","GB-IVC","",""
"GB","GBR","826","112","GB-MLN","",""
"GB","GBR","826","112","GB-MRY","",""
"GB","GBR","826","112","GB-NAY","",""
"GB","GBR","826","112","GB-NLK","",""
"GB","GBR","826","112","GB-ORK","",""
"GB","GBR","826","112","GB-PKN","",""
"GB","GBR","826","112","GB-RFW","",""
"GB","GBR","826","112","GB-SAY","",""
"GB","GBR","826","112","GB-SCB","",""
"GB","GBR","826","112","GB-SLK","",""
"GB","GBR","826","112","GB-STG","",""
"GB","GBR","826","112","GB-WDU","",""
"GB","GBR","826","112","GB-WLN","",""
"GB","GBR","826","112","GB-ZET","",""
"GB","GBR","826","113","GB-BKM","",""
"GB","GBR","826","113","GB-CAM","",""
"GB","GBR","826","113","GB-CMA","",""
"GB","GBR","826","113","GB-DBY","",""
"GB","GBR","826","113","GB-DEV","",""
"GB","GBR","826","113","GB-DOR","",""
"GB","GBR","826","113","GB-ESS","",""
"GB","GBR","826","113","GB-ESX","",""
"GB","GBR","826","113","GB-GLS","",""
"GB","GBR","826","113","GB-HAM","",""
"GB","GBR","826","113","GB-HRT","",""
"GB","GBR","826","113","GB-KEN","",""
"GB","GBR","826","113","GB-LAN","",""
"GB","GBR","826","113","GB-LEC","",""
"GB","GBR","826","113","GB-LIN","",""
"GB","GBR","826","113","GB-NFK","",""
"GB","GBR","826","113","GB-NTH","",""
"GB","GBR","826","113","GB-NTT","",""
"GB","GBR","826","113","GB-NYK","",""
"GB","GBR","826","113","GB-OXF","",""
"GB","GBR","826","113","GB-SFK","",""
"GB","GBR","826","113","GB-SOM","",""
"GB","GBR","826","113","GB-SRY","",""
"GB","GBR","826","113","GB-STS","",""
"GB","GBR","826","113","GB-WAR","",""
"GB","GBR","826","113","GB-WOR","",""
"GB","GBR","826","113","GB-WSX","",""
"GB","GBR","826","283","GB-ABC","",""
"GB","GBR","826","283","GB-AND","",""
"GB","GBR","826","283","GB-ANN","",""
"GB","GBR","826","283","GB-BFS","",""
"GB","GBR","826","283","GB-CCG","",""
"GB","GBR","826","283","GB-DRS","",""
"GB","GBR","826","283","GB-FMO","",""
"GB","GBR","826","283","GB-LBC","",""
"GB","GBR","826","283","GB-MEA","",""
"GB","GBR","826","283","GB-MUL","",""
"GB","GBR","826","283","GB-NMD","",""
"GB","GBR","826","284","GB-AGY","",""
"GB","GBR","826","284","GB-BAS","",""
"GB","GBR","826","284","GB-BBD","",""
"GB","GBR","826","284","GB-BDF","",""
"GB","GBR","826","284","GB-BGE","",""
"GB","GBR","826","284","GB-BGW","",""
"GB","GBR","826","284","GB-BMH","",""
"GB","GBR","826","284","GB-BNH","",""
"GB","GBR","826","284","GB-BPL","",""
"GB","GBR","826","284","GB-BRC","",""
"GB","GBR","826","284","GB-BST","",""
"GB","GBR","826","284","GB-CAY","",""
"GB","GBR","826","284","GB-CBF","*",""
"GB","GBR","826","284","GB-CGN","",""
"GB","GBR","826","284","GB-CHE","*",""
"GB","GBR","826","284","GB-CHW","*",""
"GB","GBR","826","284","GB-CMN","",""
"GB","GBR","826","284","GB-CON","",""
"GB","GBR","826","284","GB-CRF","",""
"GB","GBR","826","284","GB-CWY","",""
"GB","GBR","826","284","GB-DAL","",""
"GB","GBR","826","284","GB-DEN","",""
"GB","GBR","826","284","GB-DER","",""
"GB","GBR","826","284","GB-DUR","",""
"GB","GBR","826","284","GB-ERY","",""
"GB","GBR","826","284","GB-FLN","",""
"GB","GBR","826","284","GB-GWN","",""
"GB","GBR","826","284","GB-HAL","",""
"GB","GBR","826","284","GB-HEF","",""
"GB","GBR","826","284","GB-HPL","",""
"GB","GBR","826","284","GB-IOS","*",""
"GB","GBR","826","284","GB-IOW","",""
"GB","GBR","826","284","GB-KHL","",""
"GB","GBR","826","284","GB-LCE","",""
"GB","GBR","826","284","GB-LUT","",""
"GB","GBR","826","284","GB-MDB","",""
"GB","GBR","826","284","GB-MDW","",""
"GB","GBR","826","284","GB-MIK","",""
"GB","GBR","826","284","GB-MON","",""
"GB","GBR","826","284","GB-MTY","",""
"GB","GBR","826","284","GB-NBL","",""
"GB","GBR","826","284","GB-NEL","",""
"GB","GBR","826","284","GB-NGM","",""
"GB","GBR","826","284","GB-NLN","",""
"GB","GBR","826","284","GB-NSM","",""
"GB","GBR","826","284","GB-NTL","",""
"GB","GBR","826","284","GB-NWP","",""
"GB","GBR","826","284","GB-PEM","",""
"GB","GBR","826","284","GB-PLY","",""
"GB","GBR","826","284","GB-POL","",""
"GB","GBR","826","284","GB-POR","",""
"GB","GBR","826","284","GB-POW","",""
"GB","GBR","826","284","GB-PTE","",""
"GB","GBR","826","284","GB-RCC","",""
"GB","GBR","826","284","GB-RCT","",""
"GB","GBR","826","284","GB-RDG","",""
"GB","GBR","826","284","GB-RUT","",""
"GB","GBR","826","284","GB-SGC","",""
"GB","GBR","826","284","GB-SHR","",""
"GB","GBR","826","284","GB-SLG","",""
"GB","GBR","826","284","GB-SOS","",""
"GB","GBR","826","284","GB-STE","",""
"GB","GBR","826","284","GB-STH","",""
"GB","GBR","826","284","GB-STT","",""
"GB","GBR","826","284","GB-SWA","",""
"GB","GBR","826","284","GB-SWD","",""
"GB","GBR","826","284","GB-TFW","",""
"GB","GBR","826","284","GB-THR","",""
"GB","GBR","826","284","GB-TOB","",""
"GB","GBR","826","284","GB-TOF","",""
"GB","GBR","826","284","GB-VGL","",""
"GB","GBR","826","284","GB-WBK","",""
"GB","GBR","826","284","GB-WIL","",""
"GB","GBR","826","284","GB-WNM","",""
"GB","GBR","826","284","GB-WOK","",""
"GB","GBR","826","284","GB-WRT","",""
"GB","GBR","826","284","GB-WRX","",""
"GB","GBR","826","284","GB-YOR","",""
"GB","GBR","826","369","GB-BIR","",""
"GB","GBR","826","369","GB-BNS","",""
"GB","GBR","826","369","GB-BOL","",""
"GB","GBR","826","369","GB-BRD","",""
"GB","GBR","826","369","GB-BUR","",""
"GB","GBR","826","369","GB-CLD","",""
"GB","GBR","826","369","GB-COV","",""
"GB","GBR","826","369","GB-DNC","",""
"GB","GBR","826","369","GB-DUD","",""
"GB","GBR","826","369","GB-GAT","",""
"GB","GBR","826","369","GB-KIR","",""
"GB","GBR","826","369","GB-KWL","",""
"GB","GBR","826","369","GB-LDS","",""
"GB","GBR","826","369","GB-LIV","",""
"GB","GBR","826","369","GB-MAN","",""
"GB","GBR","826","369","GB-NET","",""
"GB","GBR","826","369","GB-NTY","",""
"GB","GBR","826","369","GB-OLD","",""
"GB","GBR","826","369","GB-RCH","",""
"GB","GBR","826","369","GB-ROT","",""
"GB","GBR","826","369","GB-SAW","",""
"GB","GBR","826","369","GB-SFT","",""
"GB","GBR","826","369","GB-SHF","",""
"GB","GBR","826","369","GB-SHN","",""
"GB","GBR","826","369","GB-SKP","",""
"GB","GBR","826","369","GB-SLF","",""
"GB","GBR","826","369","GB-SND","",""
"GB","GBR","826","369","GB-SOL","",""
"GB","GBR","826","369","GB-STY","",""
"GB","GBR","826","369","GB-TAM","",""
"GB","GBR","826","369","GB-TRF","",""
"GB","GBR","826","369","GB-WGN","",""
"GB","GBR","826","369","GB-WKF","",""
"GB","GBR","826","369","GB-WLL","",""
"GB","GBR","826","369","GB-WLV","",""
"GB","GBR","826","369","GB-WRL","",""
"GB","GBR","826","370","GB-BDG","",""
"GB","GBR","826","370","GB-BEN","",""
"GB","GBR","826","370","GB-BEX","",""
"GB","GBR","826","370","GB-BNE","",""
"GB","GBR","826","370","GB-BRY","",""
"GB","GBR","826","370","GB-CMD","",""
"GB","GBR","826","370","GB-CRY","",""
"GB","GBR","826","370","GB-EAL","",""
"GB","GBR","826","370","GB-ENF","",""
"GB","GBR","826","370","GB-GRE","",""
"GB","GBR","826","370","GB-HAV","",""
"GB","GBR","826","370","GB-HCK","",""
"GB","GBR","826","370","GB-HIL","",""
"GB","GBR","826","370","GB-HMF","",""
"GB","GBR","826","370","GB-HNS","",""
"GB","GBR","826","370","GB-HRW","",""
"GB","GBR","826","370","GB-HRY","",""
"GB","GBR","826","370","GB-ISL","",""
"GB","GBR","826","370","GB-KEC","",""
"GB","GBR","826","370","GB-KTT","",""
"GB","GBR","826","370","GB-LBH","",""
"GB","GBR","826","370","GB-LEW","",""
"GB","GBR","826","370","GB-MRT","",""
"GB","GBR","826","370","GB-NWM","",""
"GB","GBR","826","370","GB-RDB","",""
"GB","GBR","826","370","GB-RIC","",""
"GB","GBR","826","370","GB-STN","",""
"GB","GBR","826","370","GB-SWK","",""
"GB","GBR","826","370","GB-TWH","",""
"GB","GBR","826","370","GB-WFT","",""
"GB","GBR","826","370","GB-WND","",""
"GB","GBR","826","370","GB-WSM","",""
"GB","GBR","826","402","GB-LND","",""
"GD","GRD","308","242","GD-01","*",""
"GD","GRD","308","242","GD-02","*",""
"GD","GRD","308","242","GD-03","*",""
"GD","GRD","308","242","GD-04","*",""
"GD","GRD","308","242","GD-05","*",""
"GD","GRD","308","242","GD-06","*",""
"GD","GRD","308","351","GD-10","*",""
"GE","GEO","268","201","GE-GU","*",""
"GE","GEO","268","201","GE-IM","*",""
"GE","GEO","268","201","GE-KA","*",""
"GE","GEO","268","201","GE-KK","*",""
"GE","GEO","268","201","GE-MM","*",""
"GE","GEO","268","201","GE-RL","*",""
"GE","GEO","268","201","GE-SJ","*",""
"GE","GEO","268","201","GE-SK","*",""
"GE","GEO","268","201","GE-SZ","*",""
"GE","GEO","268","299","GE-AB","*",""
"GE","GEO","268","299","GE-AJ","*",""
"GE","GEO","268","314","GE-TB","*",""
"GH","GHA","288","114","GH-AA","",""
"GH","GHA","288","114","GH-AF","*",""
"GH","GHA","288","114","GH-AH","",""
"GH","GHA","288","114","GH-BE","*",""
"GH","GHA","288","114","GH-BO","*",""
"GH","GHA","288","114","GH-CP","",""
"GH","GHA","288","114","GH-EP","",""
"GH","GHA","288","114","GH-NE","*",""
"GH","GHA","288","114","GH-NP","",""
"GH","GHA","288","114","GH-OT","*",""
"GH","GHA","288","114","GH-SV","*",""
"GH","GHA","288","114","GH-TV","",""
"GH","GHA","288","114","GH-UE","*",""
"GH","GHA","288","114","GH-UW","*",""
"GH","GHA","288","114","GH-WN","*",""
"GH","GHA","288","114","GH-WP","",""
"GL","GRL","304","243","GL-AV","*",""
"GL","GRL","304","243","GL-KU","*",""
"GL","GRL","304","243","GL-QE","*",""
"GL","GRL","304","243","GL-QT","",""
"GL","GRL","304","243","GL-SM","*",""
"GM","GMB","270","225","GM-L","*",""
"GM","GMB","270","225","GM-M","*",""
"GM","GMB","270","225","GM-N","*",""
"GM","GMB","270","225","GM-U","*",""
"GM","GMB","270","225","GM-W","*",""
"GM","GMB","270","442","GM-B","*",""
"GN","GIN","324","184","GN-C","*",""
"GN","GIN","324","346","GN-B","*",""
"GN","GIN","324","415","GN-BF","*","GN-B"
"GN","GIN","324","415","GN-BK","*","GN-B"
"GN","GIN","324","415","GN-FR","*","GN-B"
"GN","GIN","324","415","GN-GA","*","GN-B"
"GN","GIN","324","415","GN-KN","*","GN-B"
"GN","GIN","324","346","GN-D","*",""
"GN","GIN","324","415","GN-CO","*","GN-D"
"GN","GIN","324","415","GN-DU","*","GN-D"
"GN","GIN","324","415","GN-FO","*","GN-D"
"GN","GIN","324","415","GN-KD","*","GN-D"
"GN","GIN","324","415","GN-TE","*","GN-D"
"GN","GIN","324","346","GN-F","*",""
"GN","GIN","324","415","GN-DB","*","GN-F"
"GN","GIN","324","415","GN-DI","*","GN-F"
"GN","GIN","324","415","GN-FA","*","GN-F"
"GN","GIN","324","415","GN-KS","*","GN-F"
"GN","GIN","324","346","GN-K","*",""
"GN","GIN","324","415","GN-KA","*","GN-K"
"GN","GIN","324","415","GN-KE","*","GN-K"
"GN","GIN","324","415","GN-KO","*","GN-K"
"GN","GIN","324","415","GN-MD","*","GN-K"
"GN","GIN","324","415","GN-SI","*","GN-K"
"GN","GIN","324","346","GN-L","*",""
"GN","GIN","324","415","GN-KB","*","GN-L"
"GN","GIN","324","415","GN-LA","*","GN-L"
"GN","GIN","324","415","GN-LE","*","GN-L"
"GN","GIN","324","415","GN-ML","*","GN-L"
"GN","GIN","324","415","GN-TO","*","GN-L"
"GN","GIN","324","346","GN-M","*",""
"GN","GIN","324","415","GN-DL","*","GN-M"
"GN","GIN","324","415","GN-MM","*","GN-M"
"GN","GIN","324","415","GN-PI","*","GN-M"
"GN","GIN","324","346","GN-N","*",""
"GN","GIN","324","415","GN-BE","*","GN-N"
"GN","GIN","324","415","GN-GU","*","GN-N"
"GN","GIN","324","415","GN-LO","*","GN-N"
"GN","GIN","324","415","GN-MC","*","GN-N"
"GN","GIN","324","415","GN-NZ","*","GN-N"
"GN","GIN","324","415","GN-YO","*","GN-N"
"GQ","GNQ","226","300","GQ-C","*",""
"GQ","GNQ","226","244","GQ-CS","*","GQ-C"
"GQ","GNQ","226","244","GQ-KN","*","GQ-C"
"GQ","GNQ","226","244","GQ-LI","*","GQ-C"
"GQ","GNQ","226","244","GQ-WN","*","GQ-C"
"GQ","GNQ","226","300","GQ-I","*",""
"GQ","GNQ","226","244","GQ-AN","*","GQ-I"
"GQ","GNQ","226","244","GQ-BN","*","GQ-I"
"GQ","GNQ","226","244","GQ-BS","*","GQ-I"
"GR","GRC","300","185","GR-69","",""
"GR","GRC","300","202","GR-A","*",""
"GR","GRC","300","202","GR-B","*",""
"GR","GRC","300","202","GR-C","*",""
"GR","GRC","300","202","GR-D","*",""
"GR","GRC","300","202","GR-E","*",""
"GR","GRC","300","202","GR-F","*",""
"GR","GRC","300","202","GR-G","*",""
"GR","GRC","300","202","GR-H","*",""
"GR","GRC","300","202","GR-I","*",""
"GR","GRC","300","202","GR-J","*",""
"GR","GRC","300","202","GR-K","*",""
"GR","GRC","300","202","GR-L","*",""
"GR","GRC","300","202","GR-M","*",""
"GT","GTM","320","372","GT-AV","*",""
"GT","GTM","320","372","GT-BV","*",""
"GT","GTM","320","372","GT-CM","*",""
"GT","GTM","320","372","GT-CQ","*",""
"GT","GTM","320","372","GT-ES","*",""
"GT","GTM","320","372","GT-GU","*",""
"GT","GTM","320","372","GT-HU","*",""
"GT","GTM","320","372","GT-IZ","*",""
"GT","GTM","320","372","GT-JA","*",""
"GT","GTM","320","372","GT-JU","*",""
"GT","GTM","320","372","GT-PE","*",""
"GT","GTM","320","372","GT-PR","*",""
"GT","GTM","320","372","GT-QC","*",""
"GT","GTM","320","372","GT-QZ","*",""
"GT","GTM","320","372","GT-RE","*",""
"GT","GTM","320","372","GT-SA","*",""
"GT","GTM","320","372","GT-SM","*",""
"GT","GTM","320","372","GT-SO","*",""
"GT","GTM","320","372","GT-SR","*",""
"GT","GTM","320","372","GT-SU","*",""
"GT","GTM","320","372","GT-TO","*",""
"GT","GTM","320","372","GT-ZA","*",""
"GW","GNB","624","139","GW-BS","*",""
"GW","GNB","624","301","GW-L","*",""
"GW","GNB","624","416","GW-BA","*","GW-L"
"GW","GNB","624","416","GW-GA","*","GW-L"
"GW","GNB","624","301","GW-N","*",""
"GW","GNB","624","416","GW-BM","*","GW-N"
"GW","GNB","624","416","GW-CA","*","GW-N"
"GW","GNB","624","416","GW-OI","*","GW-N"
"GW","GNB","624","301","GW-S","*",""
"GW","GNB","624","416","GW-BL","*","GW-S"
"GW","GNB","624","416","GW-QU","*","GW-S"
"GW","GNB","624","416","GW-TO","*","GW-S"
"GY","GUY","328","302","GY-BA","*",""
"GY","GUY","328","302","GY-CU","*",""
"GY","GUY","328","302","GY-DE","*",""
"GY","GUY","328","302","GY-EB","*",""
"GY","GUY","328","302","GY-ES","*",""
"GY","GUY","328","302","GY-MA","*",""
"GY","GUY","328","302","GY-PM","*",""
"GY","GUY","328","302","GY-PT","*",""
"GY","GUY","328","302","GY-UD","*",""
"GY","GUY","328","302","GY-UT","*",""
"HN","HND","340","203","HN-AT","*",""
"HN","HND","340","203","HN-CH","*",""
"HN","HND","340","203","HN-CL","*",""
"HN","HND","340","203","HN-CM","*",""
"HN","HND","340","203","HN-CP","*",""
"HN","HND","340","203","HN-CR","*",""
"HN","HND","340","203","HN-EP","*",""
"HN","HND","340","203","HN-FM","*",""
"HN","HND","340","203","HN-GD","*",""
"HN","HND","340","203","HN-IB","*",""
"HN","HND","340","203","HN-IN","*",""
"HN","HND","340","203","HN-LE","*",""
"HN","HND","340","203","HN-LP","*",""
"HN","HND","340","203","HN-OC","*",""
"HN","HND","340","203","HN-OL","*",""
"HN","HND","340","203","HN-SB","*",""
"HN","HND","340","203","HN-VA","*",""
"HN","HND","340","203","HN-YO","*",""
"HR","HRV","191","115","HR-01","",""
"HR","HRV","191","115","HR-02","",""
"HR","HRV","191","115","HR-03","",""
"HR","HRV","191","115","HR-04","",""
"HR","HRV","191","115","HR-05","",""
"HR","HRV","191","115","HR-06","",""
"HR","HRV","191","115","HR-07","",""
"HR","HRV","191","115","HR-08","",""
"HR","HRV","191","115","HR-09","",""
"HR","HRV","191","115","HR-10","",""
"HR","HRV","191","115","HR-11","",""
"HR","HRV","191","115","HR-12","",""
"HR","HRV","191","115","HR-13","",""
"HR","HRV","191","115","HR-14","",""
"HR","HRV","191","115","HR-15","",""
"HR","HRV","191","115","HR-16","",""
"HR","HRV","191","115","HR-17","",""
"HR","HRV","191","115","HR-18","",""
"HR","HRV","191","115","HR-19","",""
"HR","HRV","191","115","HR-20","",""
"HR","HRV","191","347","HR-21","",""
"HT","HTI","332","116","HT-AR","*",""
"HT","HTI","332","116","HT-CE","*",""
"HT","HTI","332","116","HT-GA","*",""
"HT","HTI","332","116","HT-ND","*",""
"HT","HTI","332","116","HT-NE","*",""
"HT","HTI","332","116","HT-NI","*",""
"HT","HTI","332","116","HT-NO","*",""
"HT","HTI","332","116","HT-OU","*",""
"HT","HTI","332","116","HT-SD","*",""
"HT","HTI","332","116","HT-SE","*",""
"HU","HUN","348","204","HU-BA","",""
"HU","HUN","348","204","HU-BE","",""
"HU","HUN","348","204","HU-BK","",""
"HU","HUN","348","204","HU-BZ","",""
"HU","HUN","348","204","HU-CS","",""
"HU","HUN","348","204","HU-FE","",""
"HU","HUN","348","204","HU-GS","",""
"HU","HUN","348","204","HU-HB","",""
"HU","HUN","348","204","HU-HE","",""
"HU","HUN","348","204","HU-JN","",""
"HU","HUN","348","204","HU-KE","",""
"HU","HUN","348","204","HU-NO","",""
"HU","HUN","348","204","HU-PE","",""
"HU","HUN","348","204","HU-SO","",""
"HU","HUN","348","204","HU-SZ","",""
"HU","HUN","348","204","HU-TO","",""
"HU","HUN","348","204","HU-VA","",""
"HU","HUN","348","204","HU-VE","",""
"HU","HUN","348","204","HU-ZA","",""
"HU","HUN","348","245","HU-BC","",""
"HU","HUN","348","245","HU-DE","",""
"HU","HUN","348","245","HU-DU","",""
"HU","HUN","348","245","HU-EG","",""
"HU","HUN","348","245","HU-ER","*",""
"HU","HUN","348","245","HU-GY","",""
"HU","HUN","348","245","HU-HV","",""
"HU","HUN","348","245","HU-KM","",""
"HU","HUN","348","245","HU-KV","",""
"HU","HUN","348","245","HU-MI","",""
"HU","HUN","348","245","HU-NK","",""
"HU","HUN","348","245","HU-NY","",""
"HU","HUN","348","245","HU-PS","",""
"HU","HUN","348","245","HU-SD","",""
"HU","HUN","348","245","HU-SF","",""
"HU","HUN","348","245","HU-SH","",""
"HU","HUN","348","245","HU-SK","",""
"HU","HUN","348","245","HU-SN","",""
"HU","HUN","348","245","HU-SS","",""
"HU","HUN","348","245","HU-ST","",""
"HU","HUN","348","245","HU-TB","",""
"HU","HUN","348","245","HU-VM","",""
"HU","HUN","348","245","HU-ZE","",""
"HU","HUN","348","406","HU-BU","",""
"ID","IDN","360","159","ID-JW","*",""
"ID","IDN","360","205","ID-BT","*","ID-JW"
"ID","IDN","360","205","ID-JB","","ID-JW"
"ID","IDN","360","205","ID-JI","","ID-JW"
"ID","IDN","360","205","ID-JT","","ID-JW"
"ID","IDN","360","269","ID-YO","","ID-JW"
"ID","IDN","360","358","ID-JK","","ID-JW"
"ID","IDN","360","159","ID-KA","*",""
"ID","IDN","360","205","ID-KB","","ID-KA"
"ID","IDN","360","205","ID-KI","","ID-KA"
"ID","IDN","360","205","ID-KS","","ID-KA"
"ID","IDN","360","205","ID-KT","","ID-KA"
"ID","IDN","360","205","ID-KU","","ID-KA"
"ID","IDN","360","159","ID-ML","*",""
"ID","IDN","360","205","ID-MA","","ID-ML"
"ID","IDN","360","205","ID-MU","*","ID-ML"
"ID","IDN","360","159","ID-NU","*",""
"ID","IDN","360","205","ID-BA","","ID-NU"
"ID","IDN","360","205","ID-NB","","ID-NU"
"ID","IDN","360","205","ID-NT","","ID-NU"
"ID","IDN","360","159","ID-PP","*",""
"ID","IDN","360","205","ID-PA","*","ID-PP"
"ID","IDN","360","205","ID-PB","","ID-PP"
"ID","IDN","360","159","ID-SL","*",""
