alpha_2_code,alpha_3_code,numeric_code,category_id,language,language_alpha_3_code,category_name,category_name_plural
"RW","RWA","646","343","en","eng","province","provinces"
"RW","RWA","646","343","fr","fra","province",""
"RW","RWA","646","343","rw","kin","intara",""
"SA","SAU","682","214","ar","ara","minţaqah",""
"SA","SAU","682","214","en","eng","region","regions"
"SA","SAU","682","214","fr","fra","région","régions"
"SB","SLB","090","122","en","eng","province","provinces"
"SB","SLB","090","122","fr","fra","province",""
"SB","SLB","090","229","en","eng","capital territory",""
"SB","SLB","090","229","fr","fra","territoire de la capitale",""
"SC","SYC","690","164","","crs","distrik",""
"SC","SYC","690","164","en","eng","district","districts"
"SC","SYC","690","164","fr","fra","district",""
"SD","SDN","729","395","ar","ara","wilayah",""
"SD","SDN","729","395","en","eng","state","states"
"SD","SDN","729","395","fr","fra","État",""
"SE","SWE","752","422","en","eng","county","counties"
"SE","SWE","752","422","fr","fra","département",""
"SE","SWE","752","422","sv","swe","län",""
"SG","SGP","702","215","en","eng","district","districts"
"SG","SGP","702","215","fr","fra","district",""
"SH","SHN","654","230","en","eng","geographical entity","geographical entities"
"SH","SHN","654","230","fr","fra","entité géographique",""
"SI","SVN","705","423","en","eng","municipality","municipalities"
"SI","SVN","705","423","fr","fra","municipalité",""
"SI","SVN","705","423","sl","slv","občina",""
"SK","SVK","703","250","en","eng","region","regions"
"SK","SVK","703","250","fr","fra","région",""
"SK","SVK","703","250","sk","slk","kraj",""
"SL","SLE","694","359","en","eng","area",""
"SL","SLE","694","359","fr","fra","zone",""
"SL","SLE","694","424","en","eng","province","provinces"
"SL","SLE","694","424","fr","fra","province",""
"SM","SMR","674","165","en","eng","municipality","municipalities"
"SM","SMR","674","165","fr","fra","municipalité",""
"SM","SMR","674","165","it","ita","castello",""
"SN","SEN","686","175","en","eng","region","regions"
"SN","SEN","686","175","fr","fra","région",""
"SO","SOM","706","303","en","eng","region","regions"
"SO","SOM","706","303","fr","fra","région",""
"SO","SOM","706","303","so","som","gobol",""
"SR","SUR","740","123","en","eng","district","districts"
"SR","SUR","740","123","fr","fra","district",""
"SR","SUR","740","123","nl","nld","distrikt",""
"SS","SSD","728","306","en","eng","state","states"
"SS","SSD","728","306","fr","fra","État",""
"ST","STP","678","133","en","eng","province","provinces"
"ST","STP","678","133","fr","fra","province",""
"ST","STP","678","133","pt","por","província",""
"SV","SLV","222","379","en","eng","department","departments"
"SV","SLV","222","379","fr","fra","département",""
"SV","SLV","222","379","es","spa","departamento",""
"SY","SYR","760","251","ar","ara","muḩāfaz̧ah",""
"SY","SYR","760","251","en","eng","province","provinces"
"SY","SYR","760","251","fr","fra","gouvernorat",""
"SZ","SWZ","748","166","en","eng","region","regions"
"SZ","SWZ","748","166","fr","fra","région","régions"
"TD","TCD","148","380","ar","ara","minṭaqah",""
"TD","TCD","148","380","en","eng","region","regions"
"TD","TCD","148","380","fr","fra","région",""
"TG","TGO","768","252","en","eng","region","regions"
"TG","TGO","768","252","fr","fra","région",""
"TH","THA","764","134","en","eng","metropolitan administration",""
"TH","THA","764","134","fr","fra","administration métropolitaine",""
"TH","THA","764","291","en","eng","province","provinces"
"TH","THA","764","291","fr","fra","province",""
"TH","THA","764","291","th","tha","changwat",""
"TH","THA","764","348","en","eng","special administrative city",""
"TH","THA","764","348","fr","fra","ville administrative spéciale",""
"TJ","TJK","762","145","en","eng","region","regions"
"TJ","TJK","762","145","fr","fra","région",""
"TJ","TJK","762","145","tg","tgk","viloyat",""
"TJ","TJK","762","315","en","eng","autonomous region",""
"TJ","TJK","762","315","fr","fra","région autonome",""
"TJ","TJK","762","315","tg","tgk","viloyati mukhtor",""
"TJ","TJK","762","458","en","eng","capital territory","capital territories"
"TJ","TJK","762","458","fr","fra","territoire de la capitale",""
"TJ","TJK","762","458","tg","tgk","viloyati poytakht",""
"TJ","TJK","762","472","en","eng","districts under republic administration",""
"TJ","TJK","762","472","fr","fra","Districts sous l'administration de la République",""
"TJ","TJK","762","472","tg","tgk","nohiyahoi tobei jumhurí",""
"TL","TLS","626","253","en","eng","municipality","municipalities"
"TL","TLS","626","253","fr","fra","commune","communes"
"TL","TLS","626","253","pt","por","município",""
"TL","TLS","626","253","","tet","munisípiu",""
"TL","TLS","626","478","en","eng","special administrative region",""
"TL","TLS","626","478","fr","fra","région administrative spéciale",""
"TL","TLS","626","478","pt","por","região administrativa especial",""
"TL","TLS","626","478","","tet","rejiaun administrativa espesiál",""
"TM","TKM","795","292","en","eng","city",""
"TM","TKM","795","292","fr","fra","ville",""
"TM","TKM","795","292","tk","tuk","şäher",""
"TM","TKM","795","425","en","eng","region","regions"
"TM","TKM","795","425","fr","fra","région",""
"TM","TKM","795","425","tk","tuk","welaýat",""
"TN","TUN","788","124","ar","ara","wilaya",""
"TN","TUN","788","124","en","eng","governorate","governorates"
"TN","TUN","788","124","fr","fra","gouvernorat",""
"TO","TON","776","381","en","eng","division","divisions"
"TO","TON","776","381","fr","fra","division",""
"TR","TUR","792","426","en","eng","province","provinces"
"TR","TUR","792","426","fr","fra","département",""
"TR","TUR","792","426","tr","tur","il",""
"TT","TTO","780","167","en","eng","municipality","municipalities"
"TT","TTO","780","167","fr","fra","municipalité",""
"TT","TTO","780","176","en","eng","region","regions"
"TT","TTO","780","176","fr","fra","région",""
"TT","TTO","780","463","en","eng","ward","wards"
"TT","TTO","780","463","fr","fra","circonscription",""
"TV","TUV","798","177","en","eng","island council","island councils"
"TV","TUV","798","177","fr","fra","conseil insulaire",""
"TV","TUV","798","307","en","eng","town council",""
"TV","TUV","798","307","fr","fra","conseil urbain",""
"TW","TWN","158","136","en","eng","city","cities"
"TW","TWN","158","136","fr","fra","ville",""
"TW","TWN","158","136","zh","zho","shih",""
"TW","TWN","158","223","en","eng","special municipality","special municipalities"
"TW","TWN","158","223","fr","fra","municipalité spéciale",""
"TW","TWN","158","223","zh","zho","chih-hsia-shih",""
"TW","TWN","158","344","en","eng","county","counties"
"TW","TWN","158","344","fr","fra","comté",""
"TW","TWN","158","344","zh","zho","hsien",""
"TZ","TZA","834","427","en","eng","region","regions"
"TZ","TZA","834","427","fr","fra","région",""
"TZ","TZA","834","427","sw","swa","mkoa",""
"UA","UKR","804","382","en","eng","city","cities"
"UA","UKR","804","382","fr","fra","ville",""
"UA","UKR","804","382","uk","ukr","misto",""
"UA","UKR","804","383","en","eng","region","regions"
"UA","UKR","804","383","fr","fra","région",""
"UA","UKR","804","383","uk","ukr","oblast'",""
"UA","UKR","804","400","en","eng","republic",""
"UA","UKR","804","400","fr","fra","république",""
"UA","UKR","804","400","uk","ukr","respublika",""
"UG","UGA","800","254","en","eng","geographical region","geographical regions"
"UG","UGA","800","254","fr","fra","région géographique",""
"UG","UGA","800","334","en","eng","district","districts"
"UG","UGA","800","334","fr","fra","district",""
"UG","UGA","800","459","en","eng","city","cities"
"UG","UGA","800","459","fr","fra","ville",""
"UM","UMI","581","255","en","eng","islands, groups of islands",""
"UM","UMI","581","255","fr","fra","île, groupe d’îles",""
"US","USA","840","141","en","eng","district",""
"US","USA","840","141","fr","fra","district fédéral",""
"US","USA","840","265","en","eng","outlying area","outlying areas"
"US","USA","840","265","fr","fra","zone éloignée",""
"US","USA","840","335","en","eng","state","states"
"US","USA","840","335","fr","fra","État",""
"UY","URY","858","125","en","eng","department","departments"
"UY","URY","858","125","fr","fra","département",""
"UY","URY","858","125","es","spa","departamento",""
"UZ","UZB","860","216","en","eng","region","regions"
"UZ","UZB","860","216","fr","fra","région",""
"UZ","UZB","860","216","uz","uzb","viloyat",""
"UZ","UZB","860","293","en","eng","republic",""
"UZ","UZB","860","293","fr","fra","république",""
"UZ","UZB","860","293","uz","uzb","respublikasi",""
"UZ","UZB","860","445","en","eng","city",""
"UZ","UZB","860","445","fr","fra","ville",""
"UZ","UZB","860","445","uz","uzb","shahar",""
"VC","VCT","670","384","en","eng","parish","parishes"
"VC","VCT","670","384","fr","fra","paroisse",""
"VE","VEN","862","256","en","eng","state","states"
"VE","VEN","862","256","fr","fra","État",""
"VE","VEN","862","256","es","spa","estado",""
"VE","VEN","862","312","en","eng","federal dependency","Federal dependencies"
"VE","VEN","862","312","fr","fra","dépendance fédérale",""
"VE","VEN","862","312","es","spa","dependencia federal",""
"VE","VEN","862","385","en","eng","capital district",""
"VE","VEN","862","385","fr","fra","district de la capitale",""
"VE","VEN","862","385","es","spa","distrito capital",""
"VN","VNM","704","126","en","eng","province","provinces"
"VN","VNM","704","126","fr","fra","province",""
"VN","VNM","704","126","vi","vie","tinh",""
"VN","VNM","704","294","en","eng","municipality","municipalities"
"VN","VNM","704","294","fr","fra","municipalité",""
"VN","VNM","704","294","vi","vie","thanh pho",""
"VU","VUT","548","170","en","eng","province","provinces"
"VU","VUT","548","170","fr","fra","province",""
"WF","WLF","876","464","en","eng","administrative precinct","administrative precincts"
"WF","WLF","876","464","fr","fra","circonscription",""
"WS","WSM","882","171","en","eng","district","districts"
"WS","WSM","882","171","fr","fra","district",""
"YE","YEM","887","142","en","eng","municipality",""
"YE","YEM","887","142","fr","fra","municipalité",""
"YE","YEM","887","386","ar","ara","muḩāfaz̧ah",""
"YE","YEM","887","386","en","eng","governorate","governorates"
"YE","YEM","887","386","fr","fra","gouvernorat",""
"ZA","ZAF","710","428","af","afr","provinsie",""
"ZA","ZAF","710","428","en","eng","province","provinces"
"ZA","ZAF","710","428","fr","fra","province",""
"ZA","ZAF","710","428","nr","nbl","iProvinsi",""
"ZA","ZAF","710","428","","nso","profense",""
"ZA","ZAF","710","428","st","sot","provense",""
"ZA","ZAF","710","428","ss","ssw","fundzeni",""
"ZA","ZAF","710","428","tn","tsn","porofense",""
"ZA","ZAF","710","428","ts","tso","fundzankulu",""
"ZA","ZAF","710","428","ve","ven","vundu",""
"ZA","ZAF","710","428","xh","xho","phondo",""
"ZA","ZAF","710","428","zu","zul","fundazwe",""
"ZM","ZMB","894","168","en","eng","province","provinces"
"ZM","ZMB","894","168","fr","fra","province",""
"ZW","ZWE","716","169","en","eng","province","provinces"
"ZW","ZWE","716","169","fr","fra","province",""
