alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,language,language_alpha_3_code,subdivision_name,subdivision_name_local_variation,romanization_system
"AD","AND","020","262","AD-02","ca","cat","Canillo","",""
"AD","AND","020","262","AD-03","ca","cat","Encamp","",""
"AD","AND","020","262","AD-04","ca","cat","La Massana","",""
"AD","AND","020","262","AD-05","ca","cat","Ordino","",""
"AD","AND","020","262","AD-06","ca","cat","Sant Julià de Lòria","",""
"AD","AND","020","262","AD-07","ca","cat","Andorra la Vella","",""
"AD","AND","020","262","AD-08","ca","cat","Escaldes-Engordany","",""
"AE","ARE","784","199","AE-AJ","ar","ara","‘Ajmān","","BGN/PCGN 1956"
"AE","ARE","784","199","AE-AZ","ar","ara","Abū Z̧aby","Abu Dhabi","BGN/PCGN 1956"
"AE","ARE","784","199","AE-DU","ar","ara","Dubayy","Dubai","BGN/PCGN 1956"
"AE","ARE","784","199","AE-FU","ar","ara","Al Fujayrah","Fujairah","BGN/PCGN 1956"
"AE","ARE","784","199","AE-RK","ar","ara","Ra’s al Khaymah","Ras Al Khaimah","BGN/PCGN 1956"
"AE","ARE","784","199","AE-SH","ar","ara","Ash Shāriqah","Sharjah","BGN/PCGN 1956"
"AE","ARE","784","199","AE-UQ","ar","ara","Umm al Qaywayn","Umm Al Quwain","BGN/PCGN 1956"
"AF","AFG","004","321","AF-BAL","fa","fas","Balkh","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BAL","ps","pus","Balkh","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BAM","fa","fas","Bāmyān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BAM","ps","pus","Bāmyān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BDG","fa","fas","Bādghīs","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BDG","ps","pus","Bādghīs","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BDS","fa","fas","Badakhshān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BDS","ps","pus","Badakhshān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BGL","fa","fas","Baghlān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-BGL","ps","pus","Baghlān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-DAY","fa","fas","Dāykundī","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-DAY","ps","pus","Dāykundī","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-FRA","fa","fas","Farāh","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-FRA","ps","pus","Farāh","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-FYB","fa","fas","Fāryāb","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-FYB","ps","pus","Fāryāb","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-GHA","fa","fas","Ghaznī","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-GHA","ps","pus","Ghaznī","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-GHO","fa","fas","Ghōr","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-GHO","ps","pus","Ghōr","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-HEL","fa","fas","Helmand","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-HEL","ps","pus","Helmand","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-HER","fa","fas","Herāt","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-HER","ps","pus","Herāt","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-JOW","fa","fas","Jowzjān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-JOW","ps","pus","Jowzjān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAB","fa","fas","Kābul","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAB","ps","pus","Kābul","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAN","fa","fas","Kandahār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAN","ps","pus","Kandahār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAP","fa","fas","Kāpīsā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KAP","ps","pus","Kāpīsā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KDZ","fa","fas","Kunduz","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KDZ","ps","pus","Kunduz","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KHO","fa","fas","Khōst","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KHO","ps","pus","Khōst","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KNR","fa","fas","Kunaṟ","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-KNR","ps","pus","Kunaṟ","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-LAG","fa","fas","Laghmān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-LAG","ps","pus","Laghmān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-LOG","fa","fas","Lōgar","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-LOG","ps","pus","Lōgar","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NAN","fa","fas","Nangarhār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NAN","ps","pus","Nangarhār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NIM","fa","fas","Nīmrōz","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NIM","ps","pus","Nīmrōz","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NUR","fa","fas","Nūristān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-NUR","ps","pus","Nūristān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PAN","fa","fas","Panjshayr","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PAN","ps","pus","Panjshayr","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PAR","fa","fas","Parwān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PAR","ps","pus","Parwān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PIA","fa","fas","Paktiyā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PIA","ps","pus","Paktiyā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PKA","fa","fas","Paktīkā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-PKA","ps","pus","Paktīkā","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-SAM","fa","fas","Samangān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-SAM","ps","pus","Samangān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-SAR","fa","fas","Sar-e Pul","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-SAR","ps","pus","Sar-e Pul","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-TAK","fa","fas","Takhār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-TAK","ps","pus","Takhār","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-URU","fa","fas","Uruzgān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-URU","ps","pus","Uruzgān","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-WAR","fa","fas","Wardak","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-WAR","ps","pus","Wardak","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-ZAB","fa","fas","Zābul","","BGN/PCGN 2007"
"AF","AFG","004","321","AF-ZAB","ps","pus","Zābul","","BGN/PCGN 2007"
"AG","ATG","028","298","AG-10","en","eng","Barbuda","",""
"AG","ATG","028","298","AG-11","en","eng","Redonda","",""
"AG","ATG","028","429","AG-03","en","eng","Saint George","",""
"AG","ATG","028","429","AG-04","en","eng","Saint John","",""
"AG","ATG","028","429","AG-05","en","eng","Saint Mary","",""
"AG","ATG","028","429","AG-06","en","eng","Saint Paul","",""
"AG","ATG","028","429","AG-07","en","eng","Saint Peter","",""
"AG","ATG","028","429","AG-08","en","eng","Saint Philip","",""
"AL","ALB","008","322","AL-01","sq","sqi","Berat","",""
"AL","ALB","008","322","AL-02","sq","sqi","Durrës","",""
"AL","ALB","008","322","AL-03","sq","sqi","Elbasan","",""
"AL","ALB","008","322","AL-04","sq","sqi","Fier","",""
"AL","ALB","008","322","AL-05","sq","sqi","Gjirokastër","",""
"AL","ALB","008","322","AL-06","sq","sqi","Korçë","",""
"AL","ALB","008","322","AL-07","sq","sqi","Kukës","",""
"AL","ALB","008","322","AL-08","sq","sqi","Lezhë","",""
"AL","ALB","008","322","AL-09","sq","sqi","Dibër","",""
"AL","ALB","008","322","AL-10","sq","sqi","Shkodër","",""
"AL","ALB","008","322","AL-11","sq","sqi","Tiranë","",""
"AL","ALB","008","322","AL-12","sq","sqi","Vlorë","",""
"AM","ARM","051","106","AM-AG","hy","hye","Aragac̣otn","","ISO 9985:1996"
"AM","ARM","051","106","AM-AR","hy","hye","Ararat","","ISO 9985:1996"
"AM","ARM","051","106","AM-AV","hy","hye","Armavir","","ISO 9985:1996"
"AM","ARM","051","106","AM-GR","hy","hye","Geġark'unik'","","ISO 9985:1996"
"AM","ARM","051","106","AM-KT","hy","hye","Kotayk'","","ISO 9985:1996"
"AM","ARM","051","106","AM-LO","hy","hye","Loṙi","","ISO 9985:1996"
"AM","ARM","051","106","AM-SH","hy","hye","Širak","","ISO 9985:1996"
"AM","ARM","051","106","AM-SU","hy","hye","Syunik'","","ISO 9985:1996"
"AM","ARM","051","106","AM-TV","hy","hye","Tavuš","","ISO 9985:1996"
"AM","ARM","051","106","AM-VD","hy","hye","Vayoć Jor","","ISO 9985:1996"
"AM","ARM","051","189","AM-ER","hy","hye","Erevan","","ISO 9985:1996"
"AO","AGO","024","155","AO-BGO","pt","por","Bengo","",""
"AO","AGO","024","155","AO-BGU","pt","por","Benguela","",""
"AO","AGO","024","155","AO-BIE","pt","por","Bié","",""
"AO","AGO","024","155","AO-CAB","pt","por","Cabinda","",""
"AO","AGO","024","155","AO-CCU","pt","por","Kuando Kubango","",""
"AO","AGO","024","155","AO-CNN","pt","por","Cunene","",""
"AO","AGO","024","155","AO-CNO","pt","por","Kwanza Norte","",""
"AO","AGO","024","155","AO-CUS","pt","por","Kwanza Sul","",""
"AO","AGO","024","155","AO-HUA","pt","por","Huambo","",""
"AO","AGO","024","155","AO-HUI","pt","por","Huíla","",""
"AO","AGO","024","155","AO-LNO","pt","por","Lunda Norte","",""
"AO","AGO","024","155","AO-LSU","pt","por","Lunda Sul","",""
"AO","AGO","024","155","AO-LUA","pt","por","Luanda","",""
"AO","AGO","024","155","AO-MAL","pt","por","Malange","",""
"AO","AGO","024","155","AO-MOX","pt","por","Moxico","",""
"AO","AGO","024","155","AO-NAM","pt","por","Namibe","",""
"AO","AGO","024","155","AO-UIG","pt","por","Uíge","",""
"AO","AGO","024","155","AO-ZAI","pt","por","Zaire","",""
"AR","ARG","032","107","AR-A","es","spa","Salta","",""
"AR","ARG","032","107","AR-B","es","spa","Buenos Aires","",""
"AR","ARG","032","107","AR-D","es","spa","San Luis","",""
"AR","ARG","032","107","AR-E","es","spa","Entre Ríos","",""
"AR","ARG","032","107","AR-F","es","spa","La Rioja","",""
"AR","ARG","032","107","AR-G","es","spa","Santiago del Estero","",""
"AR","ARG","032","107","AR-H","es","spa","Chaco","",""
"AR","ARG","032","107","AR-J","es","spa","San Juan","",""
"AR","ARG","032","107","AR-K","es","spa","Catamarca","",""
"AR","ARG","032","107","AR-L","es","spa","La Pampa","",""
"AR","ARG","032","107","AR-M","es","spa","Mendoza","",""
"AR","ARG","032","107","AR-N","es","spa","Misiones","",""
"AR","ARG","032","107","AR-P","es","spa","Formosa","",""
"AR","ARG","032","107","AR-Q","es","spa","Neuquén","",""
"AR","ARG","032","107","AR-R","es","spa","Río Negro","",""
"AR","ARG","032","107","AR-S","es","spa","Santa Fe","",""
"AR","ARG","032","107","AR-T","es","spa","Tucumán","",""
"AR","ARG","032","107","AR-U","es","spa","Chubut","",""
"AR","ARG","032","107","AR-V","es","spa","Tierra del Fuego","",""
"AR","ARG","032","107","AR-W","es","spa","Corrientes","",""
"AR","ARG","032","107","AR-X","es","spa","Córdoba","",""
"AR","ARG","032","107","AR-Y","es","spa","Jujuy","",""
"AR","ARG","032","107","AR-Z","es","spa","Santa Cruz","",""
"AR","ARG","032","182","AR-C","es","spa","Ciudad Autónoma de Buenos Aires","",""
"AT","AUT","040","392","AT-1","de","deu","Burgenland","",""
"AT","AUT","040","392","AT-2","de","deu","Kärnten","",""
"AT","AUT","040","392","AT-3","de","deu","Niederösterreich","",""
"AT","AUT","040","392","AT-4","de","deu","Oberösterreich","",""
"AT","AUT","040","392","AT-5","de","deu","Salzburg","",""
"AT","AUT","040","392","AT-6","de","deu","Steiermark","",""
"AT","AUT","040","392","AT-7","de","deu","Tirol","",""
"AT","AUT","040","392","AT-8","de","deu","Vorarlberg","",""
"AT","AUT","040","392","AT-9","de","deu","Wien","",""
"AU","AUS","036","324","AU-ACT","en","eng","Australian Capital Territory","",""
"AU","AUS","036","324","AU-NT","en","eng","Northern Territory","",""
"AU","AUS","036","393","AU-NSW","en","eng","New South Wales","",""
"AU","AUS","036","393","AU-QLD","en","eng","Queensland","",""
"AU","AUS","036","393","AU-SA","en","eng","South Australia","",""
"AU","AUS","036","393","AU-TAS","en","eng","Tasmania","",""
"AU","AUS","036","393","AU-VIC","en","eng","Victoria","",""
"AU","AUS","036","393","AU-WA","en","eng","Western Australia","",""
"AZ","AZE","031","108","AZ-BA","az","aze","Bakı","",""
"AZ","AZE","031","108","AZ-GA","az","aze","Gəncə","",""
"AZ","AZE","031","108","AZ-LA","az","aze","Lənkəran","",""
"AZ","AZE","031","108","AZ-MI","az","aze","Mingəçevir","",""
"AZ","AZE","031","108","AZ-NA","az","aze","Naftalan","",""
"AZ","AZE","031","108","AZ-SA","az","aze","Şəki","",""
"AZ","AZE","031","108","AZ-SM","az","aze","Sumqayıt","",""
"AZ","AZE","031","108","AZ-SR","az","aze","Şirvan","",""
"AZ","AZE","031","108","AZ-XA","az","aze","Xankəndi","",""
"AZ","AZE","031","108","AZ-YE","az","aze","Yevlax","",""
"AZ","AZE","031","325","AZ-ABS","az","aze","Abşeron","",""
"AZ","AZE","031","325","AZ-AGA","az","aze","Ağstafa","",""
"AZ","AZE","031","325","AZ-AGC","az","aze","Ağcabədi","",""
"AZ","AZE","031","325","AZ-AGM","az","aze","Ağdam","",""
"AZ","AZE","031","325","AZ-AGS","az","aze","Ağdaş","",""
"AZ","AZE","031","325","AZ-AGU","az","aze","Ağsu","",""
"AZ","AZE","031","325","AZ-AST","az","aze","Astara","",""
"AZ","AZE","031","325","AZ-BAL","az","aze","Balakən","",""
"AZ","AZE","031","325","AZ-BAR","az","aze","Bərdə","",""
"AZ","AZE","031","325","AZ-BEY","az","aze","Beyləqan","",""
"AZ","AZE","031","325","AZ-BIL","az","aze","Biləsuvar","",""
"AZ","AZE","031","325","AZ-CAB","az","aze","Cəbrayıl","",""
"AZ","AZE","031","325","AZ-CAL","az","aze","Cəlilabad","",""
"AZ","AZE","031","325","AZ-DAS","az","aze","Daşkəsən","",""
"AZ","AZE","031","325","AZ-FUZ","az","aze","Füzuli","",""
"AZ","AZE","031","325","AZ-GAD","az","aze","Gədəbəy","",""
"AZ","AZE","031","325","AZ-GOR","az","aze","Goranboy","",""
"AZ","AZE","031","325","AZ-GOY","az","aze","Göyçay","",""
"AZ","AZE","031","325","AZ-GYG","az","aze","Göygöl","",""
"AZ","AZE","031","325","AZ-HAC","az","aze","Hacıqabul","",""
"AZ","AZE","031","325","AZ-IMI","az","aze","İmişli","",""
"AZ","AZE","031","325","AZ-ISM","az","aze","İsmayıllı","",""
"AZ","AZE","031","325","AZ-KAL","az","aze","Kəlbəcər","",""
"AZ","AZE","031","325","AZ-KUR","az","aze","Kürdəmir","",""
"AZ","AZE","031","325","AZ-LAC","az","aze","Laçın","",""
"AZ","AZE","031","325","AZ-LAN","az","aze","Lənkəran","",""
"AZ","AZE","031","325","AZ-LER","az","aze","Lerik","",""
"AZ","AZE","031","325","AZ-MAS","az","aze","Masallı","",""
"AZ","AZE","031","325","AZ-NEF","az","aze","Neftçala","",""
"AZ","AZE","031","325","AZ-OGU","az","aze","Oğuz","",""
"AZ","AZE","031","325","AZ-QAB","az","aze","Qəbələ","",""
"AZ","AZE","031","325","AZ-QAX","az","aze","Qax","",""
"AZ","AZE","031","325","AZ-QAZ","az","aze","Qazax","",""
"AZ","AZE","031","325","AZ-QBA","az","aze","Quba","",""
"AZ","AZE","031","325","AZ-QBI","az","aze","Qubadlı","",""
"AZ","AZE","031","325","AZ-QOB","az","aze","Qobustan","",""
"AZ","AZE","031","325","AZ-QUS","az","aze","Qusar","",""
"AZ","AZE","031","325","AZ-SAB","az","aze","Sabirabad","",""
"AZ","AZE","031","325","AZ-SAK","az","aze","Şəki","",""
"AZ","AZE","031","325","AZ-SAL","az","aze","Salyan","",""
"AZ","AZE","031","325","AZ-SAT","az","aze","Saatlı","",""
"AZ","AZE","031","325","AZ-SBN","az","aze","Şabran","",""
"AZ","AZE","031","325","AZ-SIY","az","aze","Siyəzən","",""
"AZ","AZE","031","325","AZ-SKR","az","aze","Şəmkir","",""
"AZ","AZE","031","325","AZ-SMI","az","aze","Şamaxı","",""
"AZ","AZE","031","325","AZ-SMX","az","aze","Samux","",""
"AZ","AZE","031","325","AZ-SUS","az","aze","Şuşa","",""
"AZ","AZE","031","325","AZ-TAR","az","aze","Tərtər","",""
"AZ","AZE","031","325","AZ-TOV","az","aze","Tovuz","",""
"AZ","AZE","031","325","AZ-UCA","az","aze","Ucar","",""
"AZ","AZE","031","325","AZ-XAC","az","aze","Xaçmaz","",""
"AZ","AZE","031","325","AZ-XCI","az","aze","Xocalı","",""
"AZ","AZE","031","325","AZ-XIZ","az","aze","Xızı","",""
"AZ","AZE","031","325","AZ-XVD","az","aze","Xocavənd","",""
"AZ","AZE","031","325","AZ-YAR","az","aze","Yardımlı","",""
"AZ","AZE","031","325","AZ-YEV","az","aze","Yevlax","",""
"AZ","AZE","031","325","AZ-ZAN","az","aze","Zəngilan","",""
"AZ","AZE","031","325","AZ-ZAQ","az","aze","Zaqatala","",""
"AZ","AZE","031","325","AZ-ZAR","az","aze","Zərdab","",""
"AZ","AZE","031","357","AZ-NX","az","aze","Naxçıvan","",""
"AZ","AZE","031","108","AZ-NV","az","aze","Naxçıvan","",""
"AZ","AZE","031","325","AZ-BAB","az","aze","Babək","",""
"AZ","AZE","031","325","AZ-CUL","az","aze","Culfa","",""
"AZ","AZE","031","325","AZ-KAN","az","aze","Kǝngǝrli","",""
"AZ","AZE","031","325","AZ-ORD","az","aze","Ordubad","",""
"AZ","AZE","031","325","AZ-SAD","az","aze","Sədərək","",""
"AZ","AZE","031","325","AZ-SAH","az","aze","Şahbuz","",""
"AZ","AZE","031","325","AZ-SAR","az","aze","Şərur","",""
"BA","BIH","070","237","BA-BIH","bs","bos","Federacija Bosne i Hercegovine","",""
"BA","BIH","070","237","BA-BIH","hr","hrv","Federacija Bosne i Hercegovine","",""
"BA","BIH","070","237","BA-BIH","sr","srp","Federacija Bosne i Hercegovine","","UN III/11 1977"
"BA","BIH","070","237","BA-SRP","bs","bos","Republika Srpska","",""
"BA","BIH","070","237","BA-SRP","hr","hrv","Republika Srpska","",""
"BA","BIH","070","237","BA-SRP","sr","srp","Republika Srpska","","UN III/11 1977"
"BA","BIH","070","438","BA-BRC","bs","bos","Brčko distrikt","",""
"BA","BIH","070","438","BA-BRC","hr","hrv","Brčko distrikt","",""
"BA","BIH","070","438","BA-BRC","sr","srp","Brčko distrikt","","UN III/11 1977"
"BB","BRB","052","430","BB-01","en","eng","Christ Church","",""
"BB","BRB","052","430","BB-02","en","eng","Saint Andrew","",""
"BB","BRB","052","430","BB-03","en","eng","Saint George","",""
"BB","BRB","052","430","BB-04","en","eng","Saint James","",""
"BB","BRB","052","430","BB-05","en","eng","Saint John","",""
"BB","BRB","052","430","BB-06","en","eng","Saint Joseph","",""
"BB","BRB","052","430","BB-07","en","eng","Saint Lucy","",""
"BB","BRB","052","430","BB-08","en","eng","Saint Michael","",""
"BB","BRB","052","430","BB-09","en","eng","Saint Peter","",""
"BB","BRB","052","430","BB-10","en","eng","Saint Philip","",""
"BB","BRB","052","430","BB-11","en","eng","Saint Thomas","",""
"BD","BGD","050","274","BD-A","bn","ben","Barisal","","conventional names"
"BD","BGD","050","149","BD-02","bn","ben","Barguna","","conventional names"
"BD","BGD","050","149","BD-06","bn","ben","Barisal","","conventional names"
"BD","BGD","050","149","BD-07","bn","ben","Bhola","","conventional names"
"BD","BGD","050","149","BD-25","bn","ben","Jhalakathi","","conventional names"
"BD","BGD","050","149","BD-50","bn","ben","Pirojpur","","conventional names"
"BD","BGD","050","149","BD-51","bn","ben","Patuakhali","","conventional names"
"BD","BGD","050","274","BD-B","bn","ben","Chittagong","","conventional names"
"BD","BGD","050","149","BD-01","bn","ben","Bandarban","","conventional names"
"BD","BGD","050","149","BD-04","bn","ben","Brahmanbaria","","conventional names"
"BD","BGD","050","149","BD-08","bn","ben","Comilla","","conventional names"
"BD","BGD","050","149","BD-09","bn","ben","Chandpur","","conventional names"
"BD","BGD","050","149","BD-10","bn","ben","Chittagong","","conventional names"
"BD","BGD","050","149","BD-11","bn","ben","Cox's Bazar","","conventional names"
"BD","BGD","050","149","BD-16","bn","ben","Feni","","conventional names"
"BD","BGD","050","149","BD-29","bn","ben","Khagrachhari","","conventional names"
"BD","BGD","050","149","BD-31","bn","ben","Lakshmipur","","conventional names"
"BD","BGD","050","149","BD-47","bn","ben","Noakhali","","conventional names"
"BD","BGD","050","149","BD-56","bn","ben","Rangamati","","conventional names"
"BD","BGD","050","274","BD-C","bn","ben","Dhaka","","conventional names"
"BD","BGD","050","149","BD-13","bn","ben","Dhaka","","conventional names"
"BD","BGD","050","149","BD-15","bn","ben","Faridpur","","conventional names"
"BD","BGD","050","149","BD-17","bn","ben","Gopalganj","","conventional names"
"BD","BGD","050","149","BD-18","bn","ben","Gazipur","","conventional names"
"BD","BGD","050","149","BD-26","bn","ben","Kishoreganj","","conventional names"
"BD","BGD","050","149","BD-33","bn","ben","Manikganj","","conventional names"
"BD","BGD","050","149","BD-35","bn","ben","Munshiganj","","conventional names"
"BD","BGD","050","149","BD-36","bn","ben","Madaripur","","conventional names"
"BD","BGD","050","149","BD-40","bn","ben","Narayanganj","","conventional names"
"BD","BGD","050","149","BD-42","bn","ben","Narsingdi","","conventional names"
"BD","BGD","050","149","BD-53","bn","ben","Rajbari","","conventional names"
"BD","BGD","050","149","BD-62","bn","ben","Shariatpur","","conventional names"
"BD","BGD","050","149","BD-63","bn","ben","Tangail","","conventional names"
"BD","BGD","050","274","BD-D","bn","ben","Khulna","","conventional names"
"BD","BGD","050","149","BD-05","bn","ben","Bagerhat","","conventional names"
"BD","BGD","050","149","BD-12","bn","ben","Chuadanga","","conventional names"
"BD","BGD","050","149","BD-22","bn","ben","Jessore","","conventional names"
"BD","BGD","050","149","BD-23","bn","ben","Jhenaidah","","conventional names"
"BD","BGD","050","149","BD-27","bn","ben","Khulna","","conventional names"
"BD","BGD","050","149","BD-30","bn","ben","Kushtia","","conventional names"
"BD","BGD","050","149","BD-37","bn","ben","Magura","","conventional names"
"BD","BGD","050","149","BD-39","bn","ben","Meherpur","","conventional names"
"BD","BGD","050","149","BD-43","bn","ben","Narail","","conventional names"
"BD","BGD","050","149","BD-58","bn","ben","Satkhira","","conventional names"
"BD","BGD","050","274","BD-E","bn","ben","Rajshahi","","conventional names"
"BD","BGD","050","149","BD-03","bn","ben","Bogra","","conventional names"
"BD","BGD","050","149","BD-24","bn","ben","Joypurhat","","conventional names"
"BD","BGD","050","149","BD-44","bn","ben","Natore","","conventional names"
"BD","BGD","050","149","BD-45","bn","ben","Chapai Nawabganj","","conventional names"
"BD","BGD","050","149","BD-48","bn","ben","Naogaon","","conventional names"
"BD","BGD","050","149","BD-49","bn","ben","Pabna","","conventional names"
"BD","BGD","050","149","BD-54","bn","ben","Rajshahi","","conventional names"
"BD","BGD","050","149","BD-59","bn","ben","Sirajganj","","conventional names"
"BD","BGD","050","274","BD-F","bn","ben","Rangpur","","conventional names"
"BD","BGD","050","149","BD-14","bn","ben","Dinajpur","","conventional names"
"BD","BGD","050","149","BD-19","bn","ben","Gaibandha","","conventional names"
"BD","BGD","050","149","BD-28","bn","ben","Kurigram","","conventional names"
"BD","BGD","050","149","BD-32","bn","ben","Lalmonirhat","","conventional names"
"BD","BGD","050","149","BD-46","bn","ben","Nilphamari","","conventional names"
"BD","BGD","050","149","BD-52","bn","ben","Panchagarh","","conventional names"
"BD","BGD","050","149","BD-55","bn","ben","Rangpur","","conventional names"
"BD","BGD","050","149","BD-64","bn","ben","Thakurgaon","","conventional names"
"BD","BGD","050","274","BD-G","bn","ben","Sylhet","","conventional names"
"BD","BGD","050","149","BD-20","bn","ben","Habiganj","","conventional names"
"BD","BGD","050","149","BD-38","bn","ben","Moulvibazar","","conventional names"
"BD","BGD","050","149","BD-60","bn","ben","Sylhet","","conventional names"
"BD","BGD","050","149","BD-61","bn","ben","Sunamganj","","conventional names"
"BD","BGD","050","274","BD-H","bn","ben","Mymensingh","","conventional names"
"BD","BGD","050","149","BD-21","bn","ben","Jamalpur","","conventional names"
"BD","BGD","050","149","BD-34","bn","ben","Mymensingh","","conventional names"
"BD","BGD","050","149","BD-41","bn","ben","Netrakona","","conventional names"
"BD","BGD","050","149","BD-57","bn","ben","Sherpur","","conventional names"
"BE","BEL","056","391","BE-BRU","fr","fra","Bruxelles-Capitale, Région de","",""
"BE","BEL","056","391","BE-BRU","nl","nld","Brussels Hoofdstedelijk Gewest","",""
"BE","BEL","056","391","BE-VLG","nl","nld","Vlaams Gewest","",""
"BE","BEL","056","390","BE-VAN","nl","nld","Antwerpen","",""
"BE","BEL","056","390","BE-VBR","nl","nld","Vlaams-Brabant","",""
"BE","BEL","056","390","BE-VLI","nl","nld","Limburg","",""
"BE","BEL","056","390","BE-VOV","nl","nld","Oost-Vlaanderen","",""
"BE","BEL","056","390","BE-VWV","nl","nld","West-Vlaanderen","",""
"BE","BEL","056","391","BE-WAL","fr","fra","wallonne, Région","",""
"BE","BEL","056","390","BE-WBR","fr","fra","Brabant wallon","",""
"BE","BEL","056","390","BE-WHT","fr","fra","Hainaut","",""
"BE","BEL","056","390","BE-WLG","fr","fra","Liège","",""
"BE","BEL","056","390","BE-WLX","fr","fra","Luxembourg","",""
"BE","BEL","056","390","BE-WNA","fr","fra","Namur","",""
"BF","BFA","854","192","BF-01","fr","fra","Boucle du Mouhoun","",""
"BF","BFA","854","235","BF-BAL","fr","fra","Balé","",""
"BF","BFA","854","235","BF-BAN","fr","fra","Banwa","",""
"BF","BFA","854","235","BF-KOS","fr","fra","Kossi","",""
"BF","BFA","854","235","BF-MOU","fr","fra","Mouhoun","",""
"BF","BFA","854","235","BF-NAY","fr","fra","Nayala","",""
"BF","BFA","854","235","BF-SOR","fr","fra","Sourou","",""
"BF","BFA","854","192","BF-02","fr","fra","Cascades","",""
"BF","BFA","854","235","BF-COM","fr","fra","Comoé","",""
"BF","BFA","854","235","BF-LER","fr","fra","Léraba","",""
"BF","BFA","854","192","BF-03","fr","fra","Centre","",""
"BF","BFA","854","235","BF-KAD","fr","fra","Kadiogo","",""
"BF","BFA","854","192","BF-04","fr","fra","Centre-Est","",""
"BF","BFA","854","235","BF-BLG","fr","fra","Boulgou","",""
"BF","BFA","854","235","BF-KOP","fr","fra","Koulpélogo","",""
"BF","BFA","854","235","BF-KOT","fr","fra","Kouritenga","",""
"BF","BFA","854","192","BF-05","fr","fra","Centre-Nord","",""
"BF","BFA","854","235","BF-BAM","fr","fra","Bam","",""
