alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,language,language_alpha_3_code,subdivision_name,subdivision_name_local_variation,romanization_system
"RU","RUS","643","433","RU-KR","ru","rus","Karelija, Respublika","","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-ME","ru","rus","Mariy El, Respublika","","BGN/PCGN 1947"
"RU","RUS","643","433","RU-ME","ru","rus","Marij Èl, Respublika","","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-MO","ru","rus","Mordoviya, Respublika","","BGN/PCGN 1947"
"RU","RUS","643","433","RU-MO","ru","rus","Mordovija, Respublika","","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-SA","ru","rus","Saha, Respublika","Jakutija","BGN/PCGN 1947"
"RU","RUS","643","433","RU-SA","ru","rus","Sakha, Respublika","Yakutiya","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-SE","ru","rus","Severnaya Osetiya, Respublika","Alaniya [Respublika Severnaya Osetiya Alaniya]","BGN/PCGN 1947"
"RU","RUS","643","433","RU-SE","ru","rus","Severnaja Osetija, Respublika","Alanija [Respublika Severnaja Osetija-Alanija]","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-TA","ru","rus","Tatarstan, Respublika","","BGN/PCGN 1947"
"RU","RUS","643","433","RU-TA","ru","rus","Tatarstan, Respublika","","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-TY","ru","rus","Tyva, Respublika","Tuva","GOST 1983 = UN V/18 1987"
"RU","RUS","643","433","RU-TY","ru","rus","Tyva, Respublika","Tuva","BGN/PCGN 1947"
"RU","RUS","643","433","RU-UD","ru","rus","Udmurtskaya Respublika","","BGN/PCGN 1947"
"RU","RUS","643","433","RU-UD","ru","rus","Udmurtskaja Respublika","","GOST 1983 = UN V/18 1987"
"RW","RWA","646","267","RW-01","en","eng","City of Kigali","",""
"RW","RWA","646","267","RW-01","fr","fra","Ville de Kigali","",""
"RW","RWA","646","267","RW-01","rw","kin","Umujyi wa Kigali","",""
"RW","RWA","646","343","RW-02","en","eng","Eastern","",""
"RW","RWA","646","343","RW-02","fr","fra","Est","",""
"RW","RWA","646","343","RW-02","rw","kin","Iburasirazuba","",""
"RW","RWA","646","343","RW-03","en","eng","Northern","",""
"RW","RWA","646","343","RW-03","fr","fra","Nord","",""
"RW","RWA","646","343","RW-03","rw","kin","Amajyaruguru","",""
"RW","RWA","646","343","RW-04","en","eng","Western","",""
"RW","RWA","646","343","RW-04","fr","fra","Ouest","",""
"RW","RWA","646","343","RW-04","rw","kin","Iburengerazuba","",""
"RW","RWA","646","343","RW-05","en","eng","Southern","",""
"RW","RWA","646","343","RW-05","fr","fra","Sud","",""
"RW","RWA","646","343","RW-05","rw","kin","Amajyepfo","",""
"SA","SAU","682","214","SA-01","ar","ara","Ar Riyāḑ","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-02","ar","ara","Makkah al Mukarramah","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-03","ar","ara","Al Madīnah al Munawwarah","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-04","ar","ara","Ash Sharqīyah","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-05","ar","ara","Al Qaşīm","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-06","ar","ara","Ḩā'il","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-07","ar","ara","Tabūk","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-08","ar","ara","Al Ḩudūd ash Shamālīyah","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-09","ar","ara","Jāzān","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-10","ar","ara","Najrān","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-11","ar","ara","Al Bāḩah","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-12","ar","ara","Al Jawf","","BGN/PCGN 1956"
"SA","SAU","682","214","SA-14","ar","ara","'Asīr","","BGN/PCGN 1956"
"SB","SLB","090","122","SB-CE","en","eng","Central","",""
"SB","SLB","090","122","SB-CH","en","eng","Choiseul","",""
"SB","SLB","090","122","SB-GU","en","eng","Guadalcanal","",""
"SB","SLB","090","122","SB-IS","en","eng","Isabel","",""
"SB","SLB","090","122","SB-MK","en","eng","Makira-Ulawa","",""
"SB","SLB","090","122","SB-ML","en","eng","Malaita","",""
"SB","SLB","090","122","SB-RB","en","eng","Rennell and Bellona","",""
"SB","SLB","090","122","SB-TE","en","eng","Temotu","",""
"SB","SLB","090","122","SB-WE","en","eng","Western","",""
"SB","SLB","090","229","SB-CT","en","eng","Capital Territory (Honiara)","",""
"SC","SYC","690","164","SC-01","","crs","Ans o Pen","",""
"SC","SYC","690","164","SC-01","en","eng","Anse aux Pins","",""
"SC","SYC","690","164","SC-01","fr","fra","Anse aux Pins","",""
"SC","SYC","690","164","SC-02","","crs","Ans Bwalo","",""
"SC","SYC","690","164","SC-02","en","eng","Anse Boileau","",""
"SC","SYC","690","164","SC-02","fr","fra","Anse Boileau","",""
"SC","SYC","690","164","SC-03","","crs","Ans Etwal","",""
"SC","SYC","690","164","SC-03","en","eng","Anse Etoile","",""
"SC","SYC","690","164","SC-03","fr","fra","Anse Étoile","",""
"SC","SYC","690","164","SC-04","","crs","O Kap","",""
"SC","SYC","690","164","SC-04","en","eng","Au Cap","",""
"SC","SYC","690","164","SC-04","fr","fra","Au Cap","",""
"SC","SYC","690","164","SC-05","","crs","Ans Royal","",""
"SC","SYC","690","164","SC-05","en","eng","Anse Royale","",""
"SC","SYC","690","164","SC-05","fr","fra","Anse Royale","",""
"SC","SYC","690","164","SC-06","","crs","Be Lazar","",""
"SC","SYC","690","164","SC-06","en","eng","Baie Lazare","",""
"SC","SYC","690","164","SC-06","fr","fra","Baie Lazare","",""
"SC","SYC","690","164","SC-07","","crs","Be Sent Ann","",""
"SC","SYC","690","164","SC-07","en","eng","Baie Sainte Anne","",""
"SC","SYC","690","164","SC-07","fr","fra","Baie Sainte-Anne","",""
"SC","SYC","690","164","SC-08","","crs","Bovalon","",""
"SC","SYC","690","164","SC-08","en","eng","Beau Vallon","",""
"SC","SYC","690","164","SC-08","fr","fra","Beau Vallon","",""
"SC","SYC","690","164","SC-09","","crs","Beler","",""
"SC","SYC","690","164","SC-09","en","eng","Bel Air","",""
"SC","SYC","690","164","SC-09","fr","fra","Bel Air","",""
"SC","SYC","690","164","SC-10","","crs","Belonm","",""
"SC","SYC","690","164","SC-10","en","eng","Bel Ombre","",""
"SC","SYC","690","164","SC-10","fr","fra","Bel Ombre","",""
"SC","SYC","690","164","SC-11","","crs","Kaskad","",""
"SC","SYC","690","164","SC-11","en","eng","Cascade","",""
"SC","SYC","690","164","SC-11","fr","fra","Cascade","",""
"SC","SYC","690","164","SC-12","","crs","Glasi","",""
"SC","SYC","690","164","SC-12","en","eng","Glacis","",""
"SC","SYC","690","164","SC-12","fr","fra","Glacis","",""
"SC","SYC","690","164","SC-13","","crs","Grand Ans Mae","",""
"SC","SYC","690","164","SC-13","en","eng","Grand Anse Mahe","",""
"SC","SYC","690","164","SC-13","fr","fra","Grand'Anse Mahé","",""
"SC","SYC","690","164","SC-14","","crs","Grand Ans Pralen","",""
"SC","SYC","690","164","SC-14","en","eng","Grand Anse Praslin","",""
"SC","SYC","690","164","SC-14","fr","fra","Grand'Anse Praslin","",""
"SC","SYC","690","164","SC-15","","crs","Ladig","",""
"SC","SYC","690","164","SC-15","en","eng","La Digue","",""
"SC","SYC","690","164","SC-15","fr","fra","La Digue","",""
"SC","SYC","690","164","SC-16","","crs","Larivyer Anglez","",""
"SC","SYC","690","164","SC-16","en","eng","English River","",""
"SC","SYC","690","164","SC-16","fr","fra","La Rivière Anglaise","",""
"SC","SYC","690","164","SC-17","","crs","Mon Bikston","",""
"SC","SYC","690","164","SC-17","en","eng","Mont Buxton","",""
"SC","SYC","690","164","SC-17","fr","fra","Mont Buxton","",""
"SC","SYC","690","164","SC-18","","crs","Mon Fleri","",""
"SC","SYC","690","164","SC-18","en","eng","Mont Fleuri","",""
"SC","SYC","690","164","SC-18","fr","fra","Mont Fleuri","",""
"SC","SYC","690","164","SC-19","","crs","Plezans","",""
"SC","SYC","690","164","SC-19","en","eng","Plaisance","",""
"SC","SYC","690","164","SC-19","fr","fra","Plaisance","",""
"SC","SYC","690","164","SC-20","","crs","Pwent Lari","",""
"SC","SYC","690","164","SC-20","en","eng","Pointe Larue","",""
"SC","SYC","690","164","SC-20","fr","fra","Pointe La Rue","",""
"SC","SYC","690","164","SC-21","","crs","Porglo","",""
"SC","SYC","690","164","SC-21","en","eng","Port Glaud","",""
"SC","SYC","690","164","SC-21","fr","fra","Port Glaud","",""
"SC","SYC","690","164","SC-22","","crs","Sen Lwi","",""
"SC","SYC","690","164","SC-22","en","eng","Saint Louis","",""
"SC","SYC","690","164","SC-22","fr","fra","Saint-Louis","",""
"SC","SYC","690","164","SC-23","","crs","Takamaka","",""
"SC","SYC","690","164","SC-23","en","eng","Takamaka","",""
"SC","SYC","690","164","SC-23","fr","fra","Takamaka","",""
"SC","SYC","690","164","SC-24","","crs","Lemamel","",""
"SC","SYC","690","164","SC-24","en","eng","Les Mamelles","",""
"SC","SYC","690","164","SC-24","fr","fra","Les Mamelles","",""
"SC","SYC","690","164","SC-25","","crs","Ros Kaiman","",""
"SC","SYC","690","164","SC-25","en","eng","Roche Caiman","",""
"SC","SYC","690","164","SC-25","fr","fra","Roche Caïman","",""
"SD","SDN","729","395","SD-DC","ar","ara","Wasaţ Dārfūr Zālinjay","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-DC","en","eng","Central Darfur","Zalingei",""
"SD","SDN","729","395","SD-DE","ar","ara","Sharq Dārfūr","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-DE","en","eng","East Darfur","",""
"SD","SDN","729","395","SD-DN","ar","ara","Shamāl Dārfūr","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-DN","en","eng","North Darfur","",""
"SD","SDN","729","395","SD-DS","ar","ara","Janūb Dārfūr","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-DS","en","eng","South Darfur","",""
"SD","SDN","729","395","SD-DW","ar","ara","Gharb Dārfūr","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-DW","en","eng","West Darfur","",""
"SD","SDN","729","395","SD-GD","ar","ara","Al Qaḑārif","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-GD","en","eng","Gedaref","",""
"SD","SDN","729","395","SD-GK","ar","ara","Gharb Kurdufān","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-GK","en","eng","West Kordofan","",""
"SD","SDN","729","395","SD-GZ","ar","ara","Al Jazīrah","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-GZ","en","eng","Gezira","",""
"SD","SDN","729","395","SD-KA","ar","ara","Kassalā","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-KA","en","eng","Kassala","",""
"SD","SDN","729","395","SD-KH","ar","ara","Al Kharţūm","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-KH","en","eng","Khartoum","",""
"SD","SDN","729","395","SD-KN","ar","ara","Shiamāl Kurdufān","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-KN","en","eng","North Kordofan","",""
"SD","SDN","729","395","SD-KS","ar","ara","Janūb Kurdufān","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-KS","en","eng","South Kordofan","",""
"SD","SDN","729","395","SD-NB","ar","ara","An Nīl al Azraq","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-NB","en","eng","Blue Nile","",""
"SD","SDN","729","395","SD-NO","ar","ara","Ash Shamālīyah","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-NO","en","eng","Northern","",""
"SD","SDN","729","395","SD-NR","ar","ara","Nahr an Nīl","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-NR","en","eng","River Nile","",""
"SD","SDN","729","395","SD-NW","ar","ara","An Nīl al Abyaḑ","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-NW","en","eng","White Nile","",""
"SD","SDN","729","395","SD-RS","ar","ara","Al Baḩr al Aḩmar","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-RS","en","eng","Red Sea","",""
"SD","SDN","729","395","SD-SI","ar","ara","Sinnār","","BGN/PCGN 1956"
"SD","SDN","729","395","SD-SI","en","eng","Sennar","",""
"SE","SWE","752","422","SE-AB","sv","swe","Stockholms län [SE-01]","",""
"SE","SWE","752","422","SE-AC","sv","swe","Västerbottens län [SE-24]","",""
"SE","SWE","752","422","SE-BD","sv","swe","Norrbottens län [SE-25]","",""
"SE","SWE","752","422","SE-C","sv","swe","Uppsala län [SE-03]","",""
"SE","SWE","752","422","SE-D","sv","swe","Södermanlands län [SE-04]","",""
"SE","SWE","752","422","SE-E","sv","swe","Östergötlands län [SE-05]","",""
"SE","SWE","752","422","SE-F","sv","swe","Jönköpings län [SE-06]","",""
"SE","SWE","752","422","SE-G","sv","swe","Kronobergs län [SE-07]","",""
"SE","SWE","752","422","SE-H","sv","swe","Kalmar län [SE-08]","",""
"SE","SWE","752","422","SE-I","sv","swe","Gotlands län [SE-09]","",""
"SE","SWE","752","422","SE-K","sv","swe","Blekinge län [SE-10]","",""
"SE","SWE","752","422","SE-M","sv","swe","Skåne län [SE-12]","",""
"SE","SWE","752","422","SE-N","sv","swe","Hallands län [SE-13]","",""
"SE","SWE","752","422","SE-O","sv","swe","Västra Götalands län [SE-14]","",""
"SE","SWE","752","422","SE-S","sv","swe","Värmlands län [SE-17]","",""
"SE","SWE","752","422","SE-T","sv","swe","Örebro län [SE-18]","",""
"SE","SWE","752","422","SE-U","sv","swe","Västmanlands län [SE-19]","",""
"SE","SWE","752","422","SE-W","sv","swe","Dalarnas län [SE-20]","",""
"SE","SWE","752","422","SE-X","sv","swe","Gävleborgs län [SE-21]","",""
"SE","SWE","752","422","SE-Y","sv","swe","Västernorrlands län [SE-22]","",""
"SE","SWE","752","422","SE-Z","sv","swe","Jämtlands län [SE-23]","",""
"SG","SGP","702","215","SG-01","en","eng","Central Singapore","",""
"SG","SGP","702","215","SG-02","en","eng","North East","",""
"SG","SGP","702","215","SG-03","en","eng","North West","",""
"SG","SGP","702","215","SG-04","en","eng","South East","",""
"SG","SGP","702","215","SG-05","en","eng","South West","",""
"SH","SHN","654","230","SH-AC","en","eng","Ascension","",""
"SH","SHN","654","230","SH-HL","en","eng","Saint Helena","",""
"SH","SHN","654","230","SH-TA","en","eng","Tristan da Cunha","",""
"SI","SVN","705","423","SI-001","sl","slv","Ajdovščina","",""
"SI","SVN","705","423","SI-002","sl","slv","Beltinci","",""
"SI","SVN","705","423","SI-003","sl","slv","Bled","",""
"SI","SVN","705","423","SI-004","sl","slv","Bohinj","",""
"SI","SVN","705","423","SI-005","sl","slv","Borovnica","",""
"SI","SVN","705","423","SI-006","sl","slv","Bovec","",""
"SI","SVN","705","423","SI-007","sl","slv","Brda","",""
"SI","SVN","705","423","SI-008","sl","slv","Brezovica","",""
"SI","SVN","705","423","SI-009","sl","slv","Brežice","",""
"SI","SVN","705","423","SI-010","sl","slv","Tišina","",""
"SI","SVN","705","423","SI-011","sl","slv","Celje","",""
"SI","SVN","705","423","SI-012","sl","slv","Cerklje na Gorenjskem","",""
"SI","SVN","705","423","SI-013","sl","slv","Cerknica","",""
"SI","SVN","705","423","SI-014","sl","slv","Cerkno","",""
"SI","SVN","705","423","SI-015","sl","slv","Črenšovci","",""
"SI","SVN","705","423","SI-016","sl","slv","Črna na Koroškem","",""
"SI","SVN","705","423","SI-017","sl","slv","Črnomelj","",""
"SI","SVN","705","423","SI-018","sl","slv","Destrnik","",""
"SI","SVN","705","423","SI-019","sl","slv","Divača","",""
"SI","SVN","705","423","SI-020","sl","slv","Dobrepolje","",""
"SI","SVN","705","423","SI-021","sl","slv","Dobrova-Polhov Gradec","",""
"SI","SVN","705","423","SI-022","sl","slv","Dol pri Ljubljani","",""
"SI","SVN","705","423","SI-023","sl","slv","Domžale","",""
"SI","SVN","705","423","SI-024","sl","slv","Dornava","",""
"SI","SVN","705","423","SI-025","sl","slv","Dravograd","",""
"SI","SVN","705","423","SI-026","sl","slv","Duplek","",""
"SI","SVN","705","423","SI-027","sl","slv","Gorenja vas-Poljane","",""
"SI","SVN","705","423","SI-028","sl","slv","Gorišnica","",""
"SI","SVN","705","423","SI-029","sl","slv","Gornja Radgona","",""
"SI","SVN","705","423","SI-030","sl","slv","Gornji Grad","",""
"SI","SVN","705","423","SI-031","sl","slv","Gornji Petrovci","",""
"SI","SVN","705","423","SI-032","sl","slv","Grosuplje","",""
"SI","SVN","705","423","SI-033","sl","slv","Šalovci","",""
"SI","SVN","705","423","SI-034","sl","slv","Hrastnik","",""
"SI","SVN","705","423","SI-035","sl","slv","Hrpelje-Kozina","",""
"SI","SVN","705","423","SI-036","sl","slv","Idrija","",""
"SI","SVN","705","423","SI-037","sl","slv","Ig","",""
"SI","SVN","705","423","SI-038","sl","slv","Ilirska Bistrica","",""
"SI","SVN","705","423","SI-039","sl","slv","Ivančna Gorica","",""
"SI","SVN","705","423","SI-040","sl","slv","Izola","Isola",""
"SI","SVN","705","423","SI-041","sl","slv","Jesenice","",""
"SI","SVN","705","423","SI-042","sl","slv","Juršinci","",""
"SI","SVN","705","423","SI-043","sl","slv","Kamnik","",""
"SI","SVN","705","423","SI-044","sl","slv","Kanal","",""
"SI","SVN","705","423","SI-045","sl","slv","Kidričevo","",""
"SI","SVN","705","423","SI-046","sl","slv","Kobarid","",""
"SI","SVN","705","423","SI-047","sl","slv","Kobilje","",""
"SI","SVN","705","423","SI-048","sl","slv","Kočevje","",""
"SI","SVN","705","423","SI-049","sl","slv","Komen","",""
"SI","SVN","705","423","SI-050","sl","slv","Koper","Capodistria",""
"SI","SVN","705","423","SI-051","sl","slv","Kozje","",""
"SI","SVN","705","423","SI-052","sl","slv","Kranj","",""
"SI","SVN","705","423","SI-053","sl","slv","Kranjska Gora","",""
"SI","SVN","705","423","SI-054","sl","slv","Krško","",""
"SI","SVN","705","423","SI-055","sl","slv","Kungota","",""
"SI","SVN","705","423","SI-056","sl","slv","Kuzma","",""
"SI","SVN","705","423","SI-057","sl","slv","Laško","",""
"SI","SVN","705","423","SI-058","sl","slv","Lenart","",""
"SI","SVN","705","423","SI-059","sl","slv","Lendava","Lendva",""
"SI","SVN","705","423","SI-060","sl","slv","Litija","",""
"SI","SVN","705","423","SI-061","sl","slv","Ljubljana","",""
"SI","SVN","705","423","SI-062","sl","slv","Ljubno","",""
"SI","SVN","705","423","SI-063","sl","slv","Ljutomer","",""
"SI","SVN","705","423","SI-064","sl","slv","Logatec","",""
"SI","SVN","705","423","SI-065","sl","slv","Loška Dolina","",""
"SI","SVN","705","423","SI-066","sl","slv","Loški Potok","",""
"SI","SVN","705","423","SI-067","sl","slv","Luče","",""
"SI","SVN","705","423","SI-068","sl","slv","Lukovica","",""
"SI","SVN","705","423","SI-069","sl","slv","Majšperk","",""
"SI","SVN","705","423","SI-070","sl","slv","Maribor","",""
"SI","SVN","705","423","SI-071","sl","slv","Medvode","",""
"SI","SVN","705","423","SI-072","sl","slv","Mengeš","",""
"SI","SVN","705","423","SI-073","sl","slv","Metlika","",""
"SI","SVN","705","423","SI-074","sl","slv","Mežica","",""
"SI","SVN","705","423","SI-075","sl","slv","Miren-Kostanjevica","",""
"SI","SVN","705","423","SI-076","sl","slv","Mislinja","",""
"SI","SVN","705","423","SI-077","sl","slv","Moravče","",""
"SI","SVN","705","423","SI-078","sl","slv","Moravske Toplice","",""
"SI","SVN","705","423","SI-079","sl","slv","Mozirje","",""
"SI","SVN","705","423","SI-080","sl","slv","Murska Sobota","",""
"SI","SVN","705","423","SI-081","sl","slv","Muta","",""
"SI","SVN","705","423","SI-082","sl","slv","Naklo","",""
"SI","SVN","705","423","SI-083","sl","slv","Nazarje","",""
"SI","SVN","705","423","SI-084","sl","slv","Nova Gorica","",""
"SI","SVN","705","423","SI-085","sl","slv","Novo Mesto","",""
"SI","SVN","705","423","SI-086","sl","slv","Odranci","",""
"SI","SVN","705","423","SI-087","sl","slv","Ormož","",""
"SI","SVN","705","423","SI-088","sl","slv","Osilnica","",""
"SI","SVN","705","423","SI-089","sl","slv","Pesnica","",""
"SI","SVN","705","423","SI-090","sl","slv","Piran","Pirano",""
"SI","SVN","705","423","SI-091","sl","slv","Pivka","",""
"SI","SVN","705","423","SI-092","sl","slv","Podčetrtek","",""
"SI","SVN","705","423","SI-093","sl","slv","Podvelka","",""
"SI","SVN","705","423","SI-094","sl","slv","Postojna","",""
"SI","SVN","705","423","SI-095","sl","slv","Preddvor","",""
"SI","SVN","705","423","SI-096","sl","slv","Ptuj","",""
"SI","SVN","705","423","SI-097","sl","slv","Puconci","",""
"SI","SVN","705","423","SI-098","sl","slv","Rače-Fram","",""
"SI","SVN","705","423","SI-099","sl","slv","Radeče","",""
"SI","SVN","705","423","SI-100","sl","slv","Radenci","",""
"SI","SVN","705","423","SI-101","sl","slv","Radlje ob Dravi","",""
"SI","SVN","705","423","SI-102","sl","slv","Radovljica","",""
"SI","SVN","705","423","SI-103","sl","slv","Ravne na Koroškem","",""
"SI","SVN","705","423","SI-104","sl","slv","Ribnica","",""
"SI","SVN","705","423","SI-105","sl","slv","Rogašovci","",""
"SI","SVN","705","423","SI-106","sl","slv","Rogaška Slatina","",""
"SI","SVN","705","423","SI-107","sl","slv","Rogatec","",""
"SI","SVN","705","423","SI-108","sl","slv","Ruše","",""
"SI","SVN","705","423","SI-109","sl","slv","Semič","",""
"SI","SVN","705","423","SI-110","sl","slv","Sevnica","",""
"SI","SVN","705","423","SI-111","sl","slv","Sežana","",""
"SI","SVN","705","423","SI-112","sl","slv","Slovenj Gradec","",""
"SI","SVN","705","423","SI-113","sl","slv","Slovenska Bistrica","",""
"SI","SVN","705","423","SI-114","sl","slv","Slovenske Konjice","",""
"SI","SVN","705","423","SI-115","sl","slv","Starše","",""
"SI","SVN","705","423","SI-116","sl","slv","Sveti Jurij","",""
"SI","SVN","705","423","SI-117","sl","slv","Šenčur","",""
"SI","SVN","705","423","SI-118","sl","slv","Šentilj","",""
"SI","SVN","705","423","SI-119","sl","slv","Šentjernej","",""
"SI","SVN","705","423","SI-120","sl","slv","Šentjur","",""
"SI","SVN","705","423","SI-121","sl","slv","Škocjan","",""
"SI","SVN","705","423","SI-122","sl","slv","Škofja Loka","",""
"SI","SVN","705","423","SI-123","sl","slv","Škofljica","",""
"SI","SVN","705","423","SI-124","sl","slv","Šmarje pri Jelšah","",""
"SI","SVN","705","423","SI-125","sl","slv","Šmartno ob Paki","",""
"SI","SVN","705","423","SI-126","sl","slv","Šoštanj","",""
"SI","SVN","705","423","SI-127","sl","slv","Štore","",""
"SI","SVN","705","423","SI-128","sl","slv","Tolmin","",""
"SI","SVN","705","423","SI-129","sl","slv","Trbovlje","",""
"SI","SVN","705","423","SI-130","sl","slv","Trebnje","",""
"SI","SVN","705","423","SI-131","sl","slv","Tržič","",""
"SI","SVN","705","423","SI-132","sl","slv","Turnišče","",""
"SI","SVN","705","423","SI-133","sl","slv","Velenje","",""
"SI","SVN","705","423","SI-134","sl","slv","Velike Lašče","",""
"SI","SVN","705","423","SI-135","sl","slv","Videm","",""
"SI","SVN","705","423","SI-136","sl","slv","Vipava","",""
"SI","SVN","705","423","SI-137","sl","slv","Vitanje","",""
"SI","SVN","705","423","SI-138","sl","slv","Vodice","",""
"SI","SVN","705","423","SI-139","sl","slv","Vojnik","",""
"SI","SVN","705","423","SI-140","sl","slv","Vrhnika","",""
"SI","SVN","705","423","SI-141","sl","slv","Vuzenica","",""
"SI","SVN","705","423","SI-142","sl","slv","Zagorje ob Savi","",""
"SI","SVN","705","423","SI-143","sl","slv","Zavrč","",""
"SI","SVN","705","423","SI-144","sl","slv","Zreče","",""
"SI","SVN","705","423","SI-146","sl","slv","Železniki","",""
"SI","SVN","705","423","SI-147","sl","slv","Žiri","",""
"SI","SVN","705","423","SI-148","sl","slv","Benedikt","",""
"SI","SVN","705","423","SI-149","sl","slv","Bistrica ob Sotli","",""
"SI","SVN","705","423","SI-150","sl","slv","Bloke","",""
"SI","SVN","705","423","SI-151","sl","slv","Braslovče","",""
"SI","SVN","705","423","SI-152","sl","slv","Cankova","",""
"SI","SVN","705","423","SI-153","sl","slv","Cerkvenjak","",""
"SI","SVN","705","423","SI-154","sl","slv","Dobje","",""
"SI","SVN","705","423","SI-155","sl","slv","Dobrna","",""
"SI","SVN","705","423","SI-156","sl","slv","Dobrovnik","Dobronak",""
"SI","SVN","705","423","SI-157","sl","slv","Dolenjske Toplice","",""
"SI","SVN","705","423","SI-158","sl","slv","Grad","",""
"SI","SVN","705","423","SI-159","sl","slv","Hajdina","",""
"SI","SVN","705","423","SI-160","sl","slv","Hoče-Slivnica","",""
"SI","SVN","705","423","SI-161","sl","slv","Hodoš","Hodos",""
"SI","SVN","705","423","SI-162","sl","slv","Horjul","",""
"SI","SVN","705","423","SI-163","sl","slv","Jezersko","",""
"SI","SVN","705","423","SI-164","sl","slv","Komenda","",""
"SI","SVN","705","423","SI-165","sl","slv","Kostel","",""
"SI","SVN","705","423","SI-166","sl","slv","Križevci","",""
"SI","SVN","705","423","SI-167","sl","slv","Lovrenc na Pohorju","",""
"SI","SVN","705","423","SI-168","sl","slv","Markovci","",""
"SI","SVN","705","423","SI-169","sl","slv","Miklavž na Dravskem Polju","",""
"SI","SVN","705","423","SI-170","sl","slv","Mirna Peč","",""
"SI","SVN","705","423","SI-171","sl","slv","Oplotnica","",""
"SI","SVN","705","423","SI-172","sl","slv","Podlehnik","",""
"SI","SVN","705","423","SI-173","sl","slv","Polzela","",""
"SI","SVN","705","423","SI-174","sl","slv","Prebold","",""
"SI","SVN","705","423","SI-175","sl","slv","Prevalje","",""
"SI","SVN","705","423","SI-176","sl","slv","Razkrižje","",""
"SI","SVN","705","423","SI-177","sl","slv","Ribnica na Pohorju","",""
"SI","SVN","705","423","SI-178","sl","slv","Selnica ob Dravi","",""
"SI","SVN","705","423","SI-179","sl","slv","Sodražica","",""
"SI","SVN","705","423","SI-180","sl","slv","Solčava","",""
"SI","SVN","705","423","SI-181","sl","slv","Sveta Ana","",""
"SI","SVN","705","423","SI-182","sl","slv","Sveti Andraž v Slovenskih Goricah","",""
"SI","SVN","705","423","SI-183","sl","slv","Šempeter-Vrtojba","",""
"SI","SVN","705","423","SI-184","sl","slv","Tabor","",""
"SI","SVN","705","423","SI-185","sl","slv","Trnovska Vas","",""
"SI","SVN","705","423","SI-186","sl","slv","Trzin","",""
"SI","SVN","705","423","SI-187","sl","slv","Velika Polana","",""
"SI","SVN","705","423","SI-188","sl","slv","Veržej","",""
"SI","SVN","705","423","SI-189","sl","slv","Vransko","",""
"SI","SVN","705","423","SI-190","sl","slv","Žalec","",""
"SI","SVN","705","423","SI-191","sl","slv","Žetale","",""
"SI","SVN","705","423","SI-192","sl","slv","Žirovnica","",""
"SI","SVN","705","423","SI-193","sl","slv","Žužemberk","",""
"SI","SVN","705","423","SI-194","sl","slv","Šmartno pri Litiji","",""
"SI","SVN","705","423","SI-195","sl","slv","Apače","",""
"SI","SVN","705","423","SI-196","sl","slv","Cirkulane","",""
"SI","SVN","705","423","SI-197","sl","slv","Kosanjevica na Krki","",""
"SI","SVN","705","423","SI-198","sl","slv","Makole","",""
"SI","SVN","705","423","SI-199","sl","slv","Mokronog-Trebelno","",""
"SI","SVN","705","423","SI-200","sl","slv","Poljčane","",""
"SI","SVN","705","423","SI-201","sl","slv","Renče-Vogrsko","",""
"SI","SVN","705","423","SI-202","sl","slv","Središče ob Dravi","",""
"SI","SVN","705","423","SI-203","sl","slv","Straža","",""
